"","ll_id","OCEAN","REGION","REGION_SUB","SI_LATI","SI_LONG","YEAR","DATE","long_bin_0.5","lat_bin_0.5","long_bin_2.5","lat_bin_2.5"
"15",15,"CARIB","PRICO","PRICO",17.9361393,-66.06457,2014,"7/17/2014",-66.0625,17.9375,-66.0625,17.9375
"16",16,"CARIB","PRICO","PRICO",17.9422992,-66.024378,2014,"7/15/2014",-66.0208333333333,17.9458333333333,-66.0208333333333,17.9375
"17",17,"CARIB","PRICO","PRICO",17.9445264,-66.081883,2014,"7/17/2014",-66.0791666666667,17.9458333333333,-66.0625,17.9375
"18",18,"CARIB","PRICO","PRICO",17.9489529,-65.987478,2014,"7/15/2014",-65.9875,17.9458333333333,-65.9791666666667,17.9375
"19",19,"CARIB","PRICO","PRICO",17.9582346,-66.003829,2014,"7/14/2014",-66.0041666666667,17.9541666666667,-66.0208333333333,17.9375
"20",20,"CARIB","PRICO","PRICO",18.0162314,-65.819322,2014,"7/15/2014",-65.8208333333333,18.0125,-65.8125,18.0208333333333
"21",21,"CARIB","PRICO","PRICO",18.0239489,-65.822014,2014,"7/15/2014",-65.8208333333333,18.0208333333333,-65.8125,18.0208333333333
"22",22,"CARIB","PRICO","PRICO",18.0645739,-65.794857,2014,"7/15/2014",-65.7958333333333,18.0625,-65.8125,18.0625
"23",23,"CARIB","PRICO","PRICO",18.0738155,-65.397882,2014,"8/19/2014",-65.3958333333333,18.0708333333333,-65.3958333333333,18.0625
"24",24,"CARIB","PRICO","PRICO",18.0982239,-65.3285,2014,"8/19/2014",-65.3291666666667,18.0958333333333,-65.3125,18.1041666666667
"25",25,"CARIB","PRICO","PRICO",18.2122896,-65.395513,2014,"8/20/2014",-65.3958333333333,18.2125,-65.3958333333333,18.2291666666667
"26",26,"CARIB","PRICO","PRICO",17.8670479,-67.124006,2014,"5/29/2014",-67.1208333333333,17.8708333333333,-67.1041666666667,17.8541666666667
"27",27,"CARIB","PRICO","PRICO",17.8720038,-67.076306,2014,"5/29/2014",-67.0791666666667,17.8708333333333,-67.0625,17.8541666666667
"28",28,"CARIB","PRICO","PRICO",17.8760135,-67.116835,2014,"5/28/2014",-67.1208333333333,17.8791666666667,-67.1041666666667,17.8958333333333
"29",29,"CARIB","PRICO","PRICO",17.8961533,-67.007162,2014,"5/28/2014",-67.0041666666667,17.8958333333333,-67.0208333333333,17.8958333333333
"30",30,"CARIB","PRICO","PRICO",17.8991891,-67.039211,2014,"5/28/2014",-67.0375,17.8958333333333,-67.0208333333333,17.8958333333333
"31",31,"CARIB","PRICO","PRICO",17.9027192,-67.268492,2014,"6/20/2014",-67.2708333333333,17.9041666666667,-67.2708333333333,17.8958333333333
"32",32,"CARIB","PRICO","PRICO",17.901754,-67.069852,2014,"5/29/2014",-67.0708333333333,17.9041666666667,-67.0625,17.8958333333333
"33",33,"CARIB","PRICO","PRICO",17.9050085,-67.033957,2014,"5/28/2014",-67.0375,17.9041666666667,-67.0208333333333,17.8958333333333
"34",34,"CARIB","PRICO","PRICO",17.9043687,-66.928749,2014,"5/30/2014",-66.9291666666667,17.9041666666667,-66.9375,17.8958333333333
"35",35,"CARIB","PRICO","PRICO",17.909102,-67.275037,2014,"6/20/2014",-67.2791666666667,17.9125,-67.2708333333333,17.8958333333333
"36",36,"CARIB","PRICO","PRICO",17.9067821,-66.943347,2014,"5/30/2014",-66.9458333333333,17.9041666666667,-66.9375,17.8958333333333
"37",37,"CARIB","PRICO","PRICO",17.9064909,-66.915985,2014,"5/27/2014",-66.9125,17.9041666666667,-66.8958333333333,17.8958333333333
"38",38,"CARIB","PRICO","PRICO",17.9139212,-67.066889,2014,"5/28/2014",-67.0708333333333,17.9125,-67.0625,17.8958333333333
"39",39,"CARIB","PRICO","PRICO",17.9180079,-67.31176,2014,"6/19/2014",-67.3125,17.9208333333333,-67.3125,17.9375
"40",40,"CARIB","PRICO","PRICO",17.917781,-67.235312,2014,"6/20/2014",-67.2375,17.9208333333333,-67.2291666666667,17.9375
"41",41,"CARIB","PRICO","PRICO",17.9189814,-67.268334,2014,"6/19/2014",-67.2708333333333,17.9208333333333,-67.2708333333333,17.9375
"42",42,"CARIB","PRICO","PRICO",17.9216995,-67.320692,2014,"6/20/2014",-67.3208333333333,17.9208333333333,-67.3125,17.9375
"43",43,"CARIB","PRICO","PRICO",17.9189546,-66.984258,2014,"5/27/2014",-66.9875,17.9208333333333,-66.9791666666667,17.9375
"44",44,"CARIB","PRICO","PRICO",17.918441,-66.893197,2014,"5/20/2014",-66.8958333333333,17.9208333333333,-66.8958333333333,17.9375
"45",45,"CARIB","PRICO","PRICO",17.9234574,-67.315012,2014,"6/19/2014",-67.3125,17.9208333333333,-67.3125,17.9375
"46",46,"CARIB","PRICO","PRICO",17.9197596,-66.931873,2014,"5/27/2014",-66.9291666666667,17.9208333333333,-66.9375,17.9375
"47",47,"CARIB","PRICO","PRICO",17.9228545,-67.012054,2014,"5/28/2014",-67.0125,17.9208333333333,-67.0208333333333,17.9375
"48",48,"CARIB","PRICO","PRICO",17.922212,-66.90778,2014,"5/30/2014",-66.9041666666667,17.9208333333333,-66.8958333333333,17.9375
"49",49,"CARIB","PRICO","PRICO",17.927014,-67.308371,2014,"6/20/2014",-67.3125,17.9291666666667,-67.3125,17.9375
"50",50,"CARIB","PRICO","PRICO",17.9303963,-67.088418,2014,"5/28/2014",-67.0875,17.9291666666667,-67.1041666666667,17.9375
"51",51,"CARIB","PRICO","PRICO",17.9314782,-66.972319,2014,"5/27/2014",-66.9708333333333,17.9291666666667,-66.9791666666667,17.9375
"52",52,"CARIB","PRICO","PRICO",17.9384701,-67.037363,2014,"5/27/2014",-67.0375,17.9375,-67.0208333333333,17.9375
"53",53,"CARIB","PRICO","PRICO",17.9391587,-67.060952,2014,"5/27/2014",-67.0625,17.9375,-67.0625,17.9375
"54",54,"CARIB","PRICO","PRICO",17.9346889,-66.618394,2014,"6/13/2014",-66.6208333333333,17.9375,-66.6041666666667,17.9375
"55",55,"CARIB","PRICO","PRICO",17.9397789,-66.8618,2014,"5/20/2014",-66.8625,17.9375,-66.8541666666667,17.9375
"56",56,"CARIB","PRICO","PRICO",17.9407136,-66.906147,2014,"5/30/2014",-66.9041666666667,17.9375,-66.8958333333333,17.9375
"57",57,"CARIB","PRICO","PRICO",17.9467284,-66.796596,2014,"5/19/2014",-66.7958333333333,17.9458333333333,-66.8125,17.9375
"58",58,"CARIB","PRICO","PRICO",17.9456459,-66.703179,2014,"6/13/2014",-66.7041666666667,17.9458333333333,-66.6875,17.9375
"59",59,"CARIB","PRICO","PRICO",17.9455788,-66.697518,2014,"6/13/2014",-66.6958333333333,17.9458333333333,-66.6875,17.9375
"60",60,"CARIB","PRICO","PRICO",17.9483608,-66.903225,2014,"5/27/2014",-66.9041666666667,17.9458333333333,-66.8958333333333,17.9375
"61",61,"CARIB","PRICO","PRICO",17.9462755,-66.718271,2014,"6/13/2014",-66.7208333333333,17.9458333333333,-66.7291666666667,17.9375
"62",62,"CARIB","PRICO","PRICO",17.9495738,-66.974944,2014,"5/29/2014",-66.9708333333333,17.9458333333333,-66.9791666666667,17.9375
"63",63,"CARIB","PRICO","PRICO",17.9525075,-67.228832,2014,"6/19/2014",-67.2291666666667,17.9541666666667,-67.2291666666667,17.9375
"64",64,"CARIB","PRICO","PRICO",17.948142,-66.801769,2014,"5/19/2014",-66.8041666666667,17.9458333333333,-66.8125,17.9375
"65",65,"CARIB","PRICO","PRICO",17.9578067,-66.817695,2014,"5/19/2014",-66.8208333333333,17.9541666666667,-66.8125,17.9375
"66",66,"CARIB","PRICO","PRICO",17.9584914,-66.798338,2014,"5/19/2014",-66.7958333333333,17.9625,-66.8125,17.9791666666667
"67",67,"CARIB","PRICO","PRICO",18.1012579,-67.421308,2014,"6/16/2014",-67.4208333333333,18.1041666666667,-67.4375,18.1041666666667
"68",68,"CARIB","PRICO","PRICO",17.9613291,-66.809629,2014,"5/19/2014",-66.8125,17.9625,-66.8125,17.9791666666667
"69",69,"CARIB","PRICO","PRICO",17.9650178,-66.776548,2014,"5/20/2014",-66.7791666666667,17.9625,-66.7708333333333,17.9791666666667
"70",70,"CARIB","PRICO","PRICO",17.9681302,-66.772262,2014,"5/20/2014",-66.7708333333333,17.9708333333333,-66.7708333333333,17.9791666666667
"71",71,"CARIB","PRICO","PRICO",18.0848295,-67.417937,2014,"6/16/2014",-67.4208333333333,18.0875,-67.4375,18.1041666666667
"72",72,"CARIB","PRICO","PRICO",17.9868477,-67.331408,2014,"6/20/2014",-67.3291666666667,17.9875,-67.3125,17.9791666666667
"73",73,"CARIB","PRICO","PRICO",17.9936654,-67.234087,2014,"6/20/2014",-67.2375,17.9958333333333,-67.2291666666667,17.9791666666667
"74",74,"CARIB","PRICO","PRICO",18.0396005,-67.268102,2014,"6/18/2014",-67.2708333333333,18.0375,-67.2708333333333,18.0208333333333
"75",75,"CARIB","PRICO","PRICO",18.0539165,-67.203261,2014,"6/18/2014",-67.2041666666667,18.0541666666667,-67.1875,18.0625
"76",76,"CARIB","PRICO","PRICO",18.0703261,-67.268746,2014,"6/16/2014",-67.2708333333333,18.0708333333333,-67.2708333333333,18.0625
"77",77,"CARIB","PRICO","PRICO",18.0839128,-67.222794,2014,"6/18/2014",-67.2208333333333,18.0875,-67.2291666666667,18.1041666666667
"78",78,"CARIB","PRICO","PRICO",18.1172965,-67.26734,2014,"6/18/2014",-67.2708333333333,18.1208333333333,-67.2708333333333,18.1041666666667
"79",79,"CARIB","PRICO","PRICO",18.1190266,-67.258819,2014,"6/16/2014",-67.2625,18.1208333333333,-67.2708333333333,18.1041666666667
"80",80,"CARIB","PRICO","PRICO",18.1323344,-67.281839,2014,"6/17/2014",-67.2791666666667,18.1291666666667,-67.2708333333333,18.1458333333333
"81",81,"CARIB","PRICO","PRICO",18.1358594,-67.271882,2014,"6/17/2014",-67.2708333333333,18.1375,-67.2708333333333,18.1458333333333
"82",82,"CARIB","PRICO","PRICO",18.1493044,-67.259936,2014,"6/17/2014",-67.2625,18.1458333333333,-67.2708333333333,18.1458333333333
"83",83,"CARIB","PRICO","PRICO",18.1625913,-67.280598,2014,"6/18/2014",-67.2791666666667,18.1625,-67.2708333333333,18.1458333333333
"84",84,"CARIB","PRICO","PRICO",18.1664782,-67.260712,2014,"6/17/2014",-67.2625,18.1625,-67.2708333333333,18.1458333333333
"85",85,"CARIB","PRICO","PRICO",18.1833539,-67.228879,2014,"6/17/2014",-67.2291666666667,18.1875,-67.2291666666667,18.1875
"86",86,"CARIB","PRICO","PRICO",18.2327192,-67.193869,2014,"6/17/2014",-67.1958333333333,18.2291666666667,-67.1875,18.2291666666667
"87",87,"CARIB","PRICO","PRICO",18.2238472,-65.386304,2014,"8/19/2014",-65.3875,18.2208333333333,-65.3958333333333,18.2291666666667
"88",88,"CARIB","PRICO","PRICO",18.2342227,-65.410171,2014,"8/19/2014",-65.4125,18.2375,-65.3958333333333,18.2291666666667
"89",89,"CARIB","PRICO","PRICO",18.2763005,-65.228901,2014,"8/19/2014",-65.2291666666667,18.2791666666667,-65.2291666666667,18.2708333333333
"90",90,"CARIB","PRICO","PRICO",18.2980575,-65.326669,2014,"8/20/2014",-65.3291666666667,18.2958333333333,-65.3125,18.3125
"91",91,"CARIB","PRICO","PRICO",18.2985267,-65.327604,2014,"8/19/2014",-65.3291666666667,18.2958333333333,-65.3125,18.3125
"92",92,"CARIB","PRICO","PRICO",18.2985176,-65.327132,2014,"8/18/2014",-65.3291666666667,18.2958333333333,-65.3125,18.3125
"93",93,"CARIB","PRICO","PRICO",18.3001851,-65.320012,2014,"8/18/2014",-65.3208333333333,18.3041666666667,-65.3125,18.3125
"94",94,"CARIB","PRICO","PRICO",18.3010961,-65.320465,2014,"8/20/2014",-65.3208333333333,18.3041666666667,-65.3125,18.3125
"95",95,"CARIB","PRICO","PRICO",18.3045398,-65.31189,2014,"8/18/2014",-65.3125,18.3041666666667,-65.3125,18.3125
"96",96,"CARIB","PRICO","PRICO",18.3065504,-65.230135,2014,"8/19/2014",-65.2291666666667,18.3041666666667,-65.2291666666667,18.3125
"97",97,"CARIB","PRICO","PRICO",18.3088811,-65.326441,2014,"8/18/2014",-65.3291666666667,18.3125,-65.3125,18.3125
"98",98,"CARIB","PRICO","PRICO",18.309601,-65.316978,2014,"8/20/2014",-65.3208333333333,18.3125,-65.3125,18.3125
"99",99,"CARIB","PRICO","PRICO",18.3117778,-65.336299,2014,"8/18/2014",-65.3375,18.3125,-65.3541666666667,18.3125
"100",100,"CARIB","PRICO","PRICO",18.3147826,-65.351824,2014,"8/20/2014",-65.3541666666667,18.3125,-65.3541666666667,18.3125
"101",101,"CARIB","PRICO","PRICO",18.3146984,-65.323956,2014,"8/20/2014",-65.3208333333333,18.3125,-65.3125,18.3125
"102",102,"CARIB","PRICO","PRICO",18.3170557,-65.352721,2014,"8/20/2014",-65.3541666666667,18.3208333333333,-65.3541666666667,18.3125
"103",103,"CARIB","PRICO","PRICO",18.3179396,-65.351758,2014,"8/20/2014",-65.3541666666667,18.3208333333333,-65.3541666666667,18.3125
"104",104,"CARIB","PRICO","PRICO",18.3216905,-65.335618,2014,"8/20/2014",-65.3375,18.3208333333333,-65.3541666666667,18.3125
"105",105,"CARIB","PRICO","PRICO",18.3229617,-65.33134,2014,"8/18/2014",-65.3291666666667,18.3208333333333,-65.3125,18.3125
"106",106,"CARIB","PRICO","PRICO",18.3226221,-65.244429,2014,"8/19/2014",-65.2458333333333,18.3208333333333,-65.2291666666667,18.3125
"107",107,"CARIB","PRICO","PRICO",18.3274534,-65.3303,2014,"8/18/2014",-65.3291666666667,18.3291666666667,-65.3125,18.3125
"108",108,"CARIB","PRICO","PRICO",18.3502712,-65.320368,2014,"8/18/2014",-65.3208333333333,18.3541666666667,-65.3125,18.3541666666667
"109",109,"CARIB","PRICO","PRICO",18.3536949,-65.357622,2014,"8/20/2014",-65.3541666666667,18.3541666666667,-65.3541666666667,18.3541666666667
"110",110,"CARIB","PRICO","PRICO",18.3569603,-65.363223,2014,"8/19/2014",-65.3625,18.3541666666667,-65.3541666666667,18.3541666666667
"111",111,"CARIB","PRICO","PRICO",18.1534642,-67.321327,2014,"6/16/2014",-67.3208333333333,18.1541666666667,-67.3125,18.1458333333333
"112",112,"CARIB","PRICO","PRICO",18.5190915,-67.099023,2014,"9/7/2014",-67.0958333333333,18.5208333333333,-67.1041666666667,18.5208333333333
"113",113,"CARIB","PRICO","PRICO",18.517512,-67.121768,2014,"9/7/2014",-67.1208333333333,18.5208333333333,-67.1041666666667,18.5208333333333
"114",114,"CARIB","PRICO","PRICO",18.5099603,-67.134635,2014,"9/7/2014",-67.1375,18.5125,-67.1458333333333,18.5208333333333
"115",115,"CARIB","PRICO","PRICO",18.5078322,-67.147916,2014,"9/7/2014",-67.1458333333333,18.5041666666667,-67.1458333333333,18.5208333333333
"116",116,"CARIB","PRICO","PRICO",18.4941144,-66.609352,2014,"9/8/2014",-66.6125,18.4958333333333,-66.6041666666667,18.4791666666667
"117",117,"CARIB","PRICO","PRICO",18.4998084,-67.158892,2014,"9/7/2014",-67.1625,18.4958333333333,-67.1458333333333,18.4791666666667
"118",118,"CARIB","PRICO","PRICO",18.488382,-66.927517,2014,"9/7/2014",-66.9291666666667,18.4875,-66.9375,18.4791666666667
"119",119,"CARIB","PRICO","PRICO",18.4844876,-66.902002,2014,"9/7/2014",-66.9041666666667,18.4875,-66.8958333333333,18.4791666666667
"120",120,"CARIB","PRICO","PRICO",18.3919922,-67.482291,2014,"7/27/2014",-67.4791666666667,18.3958333333333,-67.4791666666667,18.3958333333333
"121",121,"CARIB","PRICO","PRICO",18.3879878,-67.228219,2014,"9/6/2014",-67.2291666666667,18.3875,-67.2291666666667,18.3958333333333
"122",122,"CARIB","PRICO","PRICO",18.389756,-67.48515,2014,"7/27/2014",-67.4875,18.3875,-67.4791666666667,18.3958333333333
"123",123,"CARIB","PRICO","PRICO",18.3882986,-67.472386,2014,"7/27/2014",-67.4708333333333,18.3875,-67.4791666666667,18.3958333333333
"124",124,"CARIB","PRICO","PRICO",18.3869509,-67.473344,2014,"7/27/2014",-67.4708333333333,18.3875,-67.4791666666667,18.3958333333333
"125",125,"CARIB","PRICO","PRICO",18.3839621,-67.232518,2014,"9/6/2014",-67.2291666666667,18.3875,-67.2291666666667,18.3958333333333
"126",126,"CARIB","PRICO","PRICO",18.3816357,-67.486641,2014,"7/27/2014",-67.4875,18.3791666666667,-67.4791666666667,18.3958333333333
"127",127,"CARIB","PRICO","PRICO",18.3816395,-67.487114,2014,"7/27/2014",-67.4875,18.3791666666667,-67.4791666666667,18.3958333333333
"128",128,"CARIB","PRICO","PRICO",18.3784546,-67.484303,2014,"7/27/2014",-67.4875,18.3791666666667,-67.4791666666667,18.3958333333333
"129",129,"CARIB","PRICO","PRICO",18.3779991,-67.483833,2014,"7/27/2014",-67.4875,18.3791666666667,-67.4791666666667,18.3958333333333
"130",130,"CARIB","PRICO","PRICO",18.3756154,-67.258153,2014,"9/6/2014",-67.2541666666667,18.3791666666667,-67.2708333333333,18.3958333333333
"131",131,"CARIB","PRICO","PRICO",18.351301,-67.266913,2014,"6/10/2014",-67.2708333333333,18.3541666666667,-67.2708333333333,18.3541666666667
"132",132,"CARIB","PRICO","PRICO",18.3513096,-67.267859,2014,"8/17/2014",-67.2708333333333,18.3541666666667,-67.2708333333333,18.3541666666667
"133",133,"CARIB","PRICO","PRICO",18.4945032,-66.399207,2014,"9/8/2014",-66.3958333333333,18.4958333333333,-66.3958333333333,18.4791666666667
"134",134,"CARIB","PRICO","PRICO",18.4945162,-66.400153,2014,"9/8/2014",-66.4041666666667,18.4958333333333,-66.3958333333333,18.4791666666667
"135",135,"CARIB","PRICO","PRICO",18.4940453,-66.398741,2014,"9/8/2014",-66.3958333333333,18.4958333333333,-66.3958333333333,18.4791666666667
"136",136,"CARIB","PRICO","PRICO",18.4935091,-66.392596,2014,"9/8/2014",-66.3958333333333,18.4958333333333,-66.3958333333333,18.4791666666667
"137",137,"CARIB","PRICO","PRICO",18.4886546,-66.433842,2014,"9/8/2014",-66.4375,18.4875,-66.4375,18.4791666666667
"138",138,"CARIB","PRICO","PRICO",18.4840879,-66.332167,2014,"9/8/2014",-66.3291666666667,18.4875,-66.3125,18.4791666666667
"139",139,"CARIB","PRICO","PRICO",18.3768714,-65.560352,2014,"8/26/2014",-65.5625,18.3791666666667,-65.5625,18.3958333333333
"140",140,"CARIB","PRICO","PRICO",18.3709901,-65.559523,2014,"8/26/2014",-65.5625,18.3708333333333,-65.5625,18.3541666666667
"141",141,"CARIB","PRICO","PRICO",18.3638466,-65.538871,2014,"8/26/2014",-65.5375,18.3625,-65.5208333333333,18.3541666666667
"142",142,"CARIB","PRICO","PRICO",18.3603967,-65.498298,2014,"8/26/2014",-65.4958333333333,18.3625,-65.4791666666667,18.3541666666667
"143",143,"CARIB","PRICO","PRICO",18.3577759,-65.52765,2014,"8/26/2014",-65.5291666666667,18.3541666666667,-65.5208333333333,18.3541666666667
"144",144,"CARIB","PRICO","PRICO",18.3525196,-65.487116,2014,"8/26/2014",-65.4875,18.3541666666667,-65.4791666666667,18.3541666666667
"145",145,"CARIB","PRICO","PRICO",18.3535338,-65.567431,2014,"8/26/2014",-65.5708333333333,18.3541666666667,-65.5625,18.3541666666667
"146",146,"CARIB","PRICO","PRICO",18.3422584,-65.618217,2014,"8/26/2014",-65.6208333333333,18.3458333333333,-65.6041666666667,18.3541666666667
"147",147,"CARIB","PRICO","PRICO",18.2764887,-65.474953,2014,"8/25/2014",-65.4708333333333,18.2791666666667,-65.4791666666667,18.2708333333333
"148",148,"CARIB","PRICO","PRICO",18.2617152,-65.606083,2014,"8/28/2014",-65.6041666666667,18.2625,-65.6041666666667,18.2708333333333
"149",149,"CARIB","PRICO","PRICO",18.2529185,-65.518407,2014,"8/29/2014",-65.5208333333333,18.2541666666667,-65.5208333333333,18.2708333333333
"150",150,"CARIB","PRICO","PRICO",18.3495414,-67.272134,2014,"8/17/2014",-67.2708333333333,18.3458333333333,-67.2708333333333,18.3541666666667
"151",151,"CARIB","PRICO","PRICO",18.3490338,-67.265989,2014,"8/17/2014",-67.2625,18.3458333333333,-67.2708333333333,18.3541666666667
"152",152,"CARIB","PRICO","PRICO",18.3490725,-67.270246,2014,"8/28/2014",-67.2708333333333,18.3458333333333,-67.2708333333333,18.3541666666667
"153",153,"CARIB","PRICO","PRICO",18.34727,-67.270737,2014,"8/17/2014",-67.2708333333333,18.3458333333333,-67.2708333333333,18.3541666666667
"154",154,"CARIB","PRICO","PRICO",18.3459063,-67.269805,2014,"6/10/2014",-67.2708333333333,18.3458333333333,-67.2708333333333,18.3541666666667
"155",155,"CARIB","PRICO","PRICO",18.3453814,-67.261768,2014,"8/28/2014",-67.2625,18.3458333333333,-67.2708333333333,18.3541666666667
"156",156,"CARIB","PRICO","PRICO",18.3145269,-67.246941,2014,"9/6/2014",-67.2458333333333,18.3125,-67.2291666666667,18.3125
"157",157,"CARIB","PRICO","PRICO",18.3009627,-67.245659,2014,"9/6/2014",-67.2458333333333,18.3041666666667,-67.2291666666667,18.3125
"158",158,"CARIB","PRICO","PRICO",18.2978051,-67.246163,2014,"9/6/2014",-67.2458333333333,18.2958333333333,-67.2291666666667,18.3125
"159",159,"CARIB","PRICO","PRICO",18.2927929,-67.241485,2014,"9/6/2014",-67.2375,18.2958333333333,-67.2291666666667,18.3125
"160",160,"CARIB","PRICO","PRICO",18.104076,-67.936017,2014,"7/20/2014",-67.9375,18.1041666666667,-67.9375,18.1041666666667
"161",161,"CARIB","PRICO","PRICO",18.1009468,-67.942179,2014,"7/30/2014",-67.9458333333333,18.1041666666667,-67.9375,18.1041666666667
"162",162,"CARIB","PRICO","PRICO",18.0905569,-67.942714,2014,"7/30/2014",-67.9458333333333,18.0875,-67.9375,18.1041666666667
"163",163,"CARIB","PRICO","PRICO",18.0887598,-67.944614,2014,"7/30/2014",-67.9458333333333,18.0875,-67.9375,18.1041666666667
"164",164,"CARIB","PRICO","PRICO",18.0792425,-67.939474,2014,"8/1/2014",-67.9375,18.0791666666667,-67.9375,18.0625
"165",165,"CARIB","PRICO","PRICO",18.0787932,-67.939949,2014,"8/1/2014",-67.9375,18.0791666666667,-67.9375,18.0625
"166",166,"CARIB","PRICO","PRICO",18.0756819,-67.949417,2014,"8/1/2014",-67.9458333333333,18.0791666666667,-67.9375,18.0625
"167",167,"CARIB","PRICO","PRICO",18.0752017,-67.944223,2014,"7/30/2014",-67.9458333333333,18.0791666666667,-67.9375,18.0625
"168",168,"CARIB","PRICO","PRICO",18.071019,-67.845038,2014,"7/31/2014",-67.8458333333333,18.0708333333333,-67.8541666666667,18.0625
"169",169,"CARIB","PRICO","PRICO",18.0679012,-67.852617,2014,"7/31/2014",-67.8541666666667,18.0708333333333,-67.8541666666667,18.0625
"170",170,"CARIB","PRICO","PRICO",18.0587675,-67.914088,2014,"7/31/2014",-67.9125,18.0625,-67.8958333333333,18.0625
"171",171,"CARIB","PRICO","PRICO",18.058289,-67.909366,2014,"7/31/2014",-67.9125,18.0541666666667,-67.8958333333333,18.0625
"172",172,"CARIB","PRICO","PRICO",18.0566639,-67.86261,2014,"7/31/2014",-67.8625,18.0541666666667,-67.8541666666667,18.0625
"173",173,"CARIB","PRICO","PRICO",18.0544158,-67.864514,2014,"7/31/2014",-67.8625,18.0541666666667,-67.8541666666667,18.0625
"174",174,"CARIB","PRICO","PRICO",18.0519525,-67.907516,2014,"7/30/2014",-67.9041666666667,18.0541666666667,-67.8958333333333,18.0625
"175",175,"CARIB","PRICO","PRICO",18.0500347,-67.888161,2014,"7/31/2014",-67.8875,18.0541666666667,-67.8958333333333,18.0625
"176",176,"CARIB","PRICO","PRICO",18.2013148,-65.509519,2014,"8/29/2014",-65.5125,18.2041666666667,-65.5208333333333,18.1875
"177",177,"CARIB","PRICO","PRICO",18.1905747,-65.514454,2014,"8/29/2014",-65.5125,18.1875,-65.5208333333333,18.1875
"178",178,"CARIB","PRICO","PRICO",18.1844959,-65.502773,2014,"8/25/2014",-65.5041666666667,18.1875,-65.5208333333333,18.1875
"179",179,"CARIB","PRICO","PRICO",18.1799285,-65.52458,2014,"8/29/2014",-65.5208333333333,18.1791666666667,-65.5208333333333,18.1875
"180",180,"CARIB","PRICO","PRICO",18.1759967,-65.531739,2014,"8/29/2014",-65.5291666666667,18.1791666666667,-65.5208333333333,18.1875
"181",181,"CARIB","PRICO","PRICO",18.1740705,-65.451055,2014,"8/25/2014",-65.4541666666667,18.1708333333333,-65.4375,18.1875
"182",182,"CARIB","PRICO","PRICO",18.173872,-65.464748,2014,"8/25/2014",-65.4625,18.1708333333333,-65.4791666666667,18.1875
"183",183,"CARIB","PRICO","PRICO",18.1634535,-65.487143,2014,"8/25/2014",-65.4875,18.1625,-65.4791666666667,18.1458333333333
"184",184,"CARIB","PRICO","PRICO",18.1592768,-65.35979,2014,"9/19/2014",-65.3625,18.1625,-65.3541666666667,18.1458333333333
"185",185,"CARIB","PRICO","PRICO",18.1593661,-65.364508,2014,"9/19/2014",-65.3625,18.1625,-65.3541666666667,18.1458333333333
"186",186,"CARIB","PRICO","PRICO",18.1620568,-65.661833,2014,"8/28/2014",-65.6625,18.1625,-65.6458333333333,18.1458333333333
"187",187,"CARIB","PRICO","PRICO",18.15262,-65.294801,2014,"9/19/2014",-65.2958333333333,18.1541666666667,-65.3125,18.1458333333333
