"","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd"
"34","CARIB","FLORIDA","Keys_lower","-81.979_24.479",24.47916667,-81.97916667,26.51,2.64,10.4293638258577,0.31827179,0.103502,0.032941767,4.90722496153763,0.000889609572477639,0.206899354,896.3730286,185.4590007,0.103695965,26.41745,2.73938296,0.400690169,1.119746863,0.44867156
"35","CARIB","FLORIDA","Keys_middle","-80.438_24.938",24.9375,-80.4375,26.594,2.406,9.92897682635261,0.179964189,0.04910655,0.00883742,6.97353502606338,1.0041610975482,0.208284815,984.6857222,205.0950833,0.087799402,26.62424,2.337592351,0.418060336,1.157615549,0.483953146
"36","CARIB","FLORIDA","Keys_middle","-80.479_24.938",24.9375,-80.47916667,26.6,2.4,9.93110937635147,0.337713867,0.07839915,0.02647648,7.00292630950999,1.00341569490498,0.20822830925,988.98338265,205.933608925,0.091135594,26.62785,2.426744939,0.412389671,1.1085996355,0.45800889775
"37","CARIB","FLORIDA","Keys_middle","-80.521_24.896",24.89583333,-80.52083333,26.6,2.40571428571429,2.86875090258557,0.267957723,0.05540191,0.01484537,6.81509857214898,1.00134482719703,0.206528111142857,1002.16874314286,206.950614757143,0.090100264,26.62001,2.398469929,0.416525594142857,1.13588790114286,0.473607183285714
"38","CARIB","FLORIDA","Keys_middle","-80.521_24.938",24.9375,-80.52083333,26.5644444444444,2.47333333333333,5.52385580808799,0.456704151,0.1395598,0.06373754,6.94786561336918,1.00434562303359,0.207717849777778,995.882758888889,206.864259744444,0.100308121,26.56464,2.664649133,0.403788168666667,1.03446847377778,0.420353517666667
"39","CARIB","FLORIDA","Keys_middle","-80.562_24.854",24.85416667,-80.5625,26.56,2.48,10.083252272031,0.223122244,0.04915384,0.010967315,6.62827675041486,1.00292474384187,0.206489782,1019.663786,210.5501533,0.089277216,26.64356,2.37866286,0.431664878,1.148884764,0.495933201
"40","CARIB","FLORIDA","Keys_middle","-80.562_24.896",24.89583333,-80.5625,26.59,2.4,9.89326763148362,0.640804931,0.1057553,0.067768518,6.88425645933744,1.00313636211329,0.204235649,1029.870914,210.3363544,0.094845538,26.61458,2.524274153,0.409163662,0.972615389,0.397958874
"41","CARIB","FLORIDA","Keys_middle","-80.562_24.938",24.9375,-80.5625,26.52,2.58,9.92549679772436,0.749798723,0.1763622,0.132236152,7.15166763119728,1.00346288149827,0.207445096,991.0878748,205.5963189,0.11044107,26.46711,2.923055935,0.374701346,0.65922106,0.247011019
"42","CARIB","FLORIDA","Keys_middle","-80.604_24.854",24.85416667,-80.60416667,26.6166666666667,2.49333333333333,10.1486190793648,0.404893105,0.07620978,0.030856814,6.69225855895967,1.00185458351043,0.206650668666667,1007.01603333333,208.0995195,0.091886502,26.62669,2.446633401,0.415907466666667,0.928132406,0.387756440333333
"43","CARIB","FLORIDA","Keys_middle","-80.604_24.896",24.89583333,-80.60416667,26.536,2.576,10.1392533722856,0.721156848,0.1682674,0.121347188,7.0100710859277,1.00288078405429,0.206489782,1019.663786,210.5501533,0.109372028,26.51118,2.899581522,0.395132361,0.414540486,0.163798361
"44","CARIB","FLORIDA","Keys_middle","-80.646_24.812",24.8125,-80.64583333,26.63,2.47,10.2255520822685,0.222811953,0.05254171,0.011706921,6.3781480128398,1.00291685121018,0.217380136,955.0017259,207.598405,0.089665633,26.63383,2.388139234,0.417076306,0.964160663,0.402128568
"45","CARIB","FLORIDA","Keys_middle","-80.646_24.854",24.85416667,-80.64583333,26.62,2.52,10.2138657899458,0.361576948,0.1399033,0.050585808,6.30835131008467,1.00083390742424,0.212228977,946.8259532,200.9439036,0.100135317,26.60633,2.664233286,0.430462391,1.143033114,0.492032768
"46","CARIB","FLORIDA","Keys_middle","-80.688_24.812",24.8125,-80.6875,26.63,2.47,10.2522500528729,0.406588882,0.08816449,0.035846701,6.37396005146944,1.00388408721192,0.217380136,955.0017259,207.598405,0.09428465,26.61578,2.509459504,0.417076306,0.964160663,0.402128568
"47","CARIB","FLORIDA","Keys_middle","-80.729_24.771",24.77083333,-80.72916667,26.66,2.44,10.0918944292092,0.302298573,0.06754349,0.020418301,5.90278761655326,1.00314759851899,0.225298153,939.8268219,211.7412474,0.091321531,26.64275,2.433056719,0.417414046,1.134215022,0.473437282
"48","CARIB","FLORIDA","Keys_middle","-80.771_24.729",24.72916667,-80.77083333,26.63,2.52,9.89408392921656,0.201520639,0.04882229,0.009838699,5.23168962257993,1.00410293557099,0.213968703,996.6882155,213.2600849,0.089256976,26.64983,2.378683249,0.438267977,1.225966275,0.537301759
"49","CARIB","FLORIDA","Keys_middle","-80.771_24.771",24.77083333,-80.77083333,26.63,2.52,10.043684550247,0.365745049,0.1411727,0.051633216,5.96356600035779,1.00046980267856,0.222142943,939.6380362,208.7339587,0.099667226,26.61089,2.652233587,0.405099622,0.905085821,0.366649924
"50","CARIB","FLORIDA","Keys_middle","-80.812_24.729",24.72916667,-80.8125,26.66,2.46,9.85726013769637,0.323431405,0.06876497,0.022240751,5.32132756969449,1.00014833269874,0.213968703,996.6882155,213.2600849,0.091385649,26.65327,2.43572638,0.433086512,1.152708792,0.499222631
"51","CARIB","FLORIDA","Keys_middle","-80.854_24.729",24.72916667,-80.85416667,26.63,2.52,9.72904869972627,0.381770539,0.1159963,0.04428397,4.74553523193725,1.00382011955022,0.222015292,953.9434312,211.7900291,0.096856968,26.63678,2.579957752,0.435574789,1.247241972,0.543267158
"52","CARIB","FLORIDA","Keys_middle","-80.896_24.688",24.6875,-80.89583333,26.63,2.46,9.87275175248706,0.22852298,0.05256999,0.012013451,4.91458531469428,1.00432183692348,0.222015292,953.9434312,211.7900291,0.090226393,26.6258,2.402349891,0.423894945,1.132933828,0.480244923
"53","CARIB","FLORIDA","Keys_middle","-80.938_24.688",24.6875,-80.9375,26.61,2.575,9.85572834649443,0.356957048,0.08011086,0.028596136,5.16335412588234,1.00371039812104,0.22962094,920.49517505,211.30887685,0.09442884,26.65053,2.51657863,0.413738293,0.9218684865,0.381332272
"54","CARIB","FLORIDA","Keys_middle","-80.938_24.729",24.72916667,-80.9375,26.6,2.64,9.9262745068102,0.278407062,0.1638997,0.045630834,5.37657407211773,1.00030714289984,0.227084435,926.1457473,210.17237325,0.11216414,26.59094,2.982549916,0.3775656755,0.805501697,0.3105485485
"55","CARIB","FLORIDA","Keys_middle","-80.979_24.646",24.64583333,-80.97916667,26.59,2.55,9.85749282449129,0.21839498,0.04723555,0.010316007,5.11249996719624,0.00142905267188326,0.227201601,917.4296592,208.4414871,0.090067086,26.63721,2.399135886,0.431667117,1.168886251,0.504569758
"56","CARIB","FLORIDA","Keys_middle","-80.979_24.688",24.6875,-80.97916667,26.62,2.51,9.81834574668749,0.381420466,0.1303025,0.04970004,5.19776368057191,0.800497616045177,0.2274981754,941.0613127,214.0871396,0.102659472,26.58434,2.729134295,0.4199059654,0.9305086138,0.3922340896
"57","CARIB","FLORIDA","Keys_middle","-81.021_24.646",24.64583333,-81.02083333,26.64,2.45,9.87008623298028,0.287317537,0.05990666,0.017212234,5.14484209457771,0.00481260164524429,0.22702850225,920.186065575,208.90703275,0.092416259,26.63227,2.461254761,0.424873575,1.14282347175,0.4860866695
"58","CARIB","FLORIDA","Keys_middle","-81.062_24.646",24.64583333,-81.0625,26.64,2.5,9.89906233215057,0.372335565,0.08087161,0.030111377,5.23760819177688,0.00128930289065465,0.226509206,928.4552847,210.3036697,0.096047924,26.633,2.55804437,0.404492949,1.064635134,0.430637404
"59","CARIB","FLORIDA","Keys_middle","-81.062_24.688",24.6875,-81.0625,26.56,2.6,9.874065238984,0.244923174,0.1551508,0.038000026,5.26987061923514,0.00261971124215052,0.226509206,928.4552847,210.3036697,0.114577636,26.55913,3.043082319,0.39992270875,0.9579633265,0.384573835
"60","CARIB","FLORIDA","Keys_middle","-81.104_24.604",24.60416667,-81.10416667,26.6175,2.55,9.93917785610158,0.22667184,0.04841447,0.010974197,5.33466136507818,0.000536355960648507,0.22256440175,941.534414825,209.47733345,0.090374967,26.62913,2.40660674,0.42988136025,1.18139949975,0.50793932775
"61","CARIB","FLORIDA","Keys_middle","-81.104_24.646",24.64583333,-81.10416667,26.61,2.55,9.91719030715073,0.315692494,0.1305059,0.041199733,5.32291213049536,0.00122622026945464,0.22354024175,935.301453425,209.0682575125,0.104450605,26.53905,2.772019841,0.413839332875,1.091139115125,0.45471006825
"62","CARIB","FLORIDA","Keys_middle","-81.146_24.646",24.64583333,-81.14583333,26.61,2.61,9.94870296825452,0.235398658,0.1544524,0.036357888,5.42178516195508,0.00303864038083702,0.217983377,990.4603649,215.9038949,0.107965428,26.52506,2.863789448,0.366920626,0.729450189,0.26765032
"63","CARIB","FLORIDA","Keys_middle","-81.188_24.604",24.60416667,-81.1875,26.64,2.54,10.0078881569022,0.309731417,0.07382109,0.022864711,5.50037137242675,0.00427273586392403,0.2171477035,969.11716685,210.44278505,0.093471251,26.60114,2.486441835,0.4171121015,1.0909937875,0.455122601
"64","CARIB","FLORIDA","Keys_middle","-81.229_24.604",24.60416667,-81.22916667,26.6375,2.57,10.0634450915589,0.303187039,0.09710656,0.02944145,5.54938217977475,0.00270602317177691,0.215274118,971.552463375,209.1514425,0.098796001,26.58639,2.626629018,0.4162848845,1.128269741,0.4709128195
"65","CARIB","FLORIDA","Keys_middle","-81.271_24.604",24.60416667,-81.27083333,26.63,2.6,10.2614506825326,0.223418592,0.1365116,0.030499229,5.55365627216741,0.00155862350715324,0.216173787,916.0263062,198.0208756,0.103193104,26.62683,2.747705224,0.424010996,1.29675151,0.549836899
"66","CARIB","FLORIDA","Keys_upper","-80.104_25.438",25.4375,-80.10416667,26.615,2.32,14.4722498119989,0.27199774,0.08660802,0.023557186,7.58914993241714,1.00453559624846,0.181547189,857.2035138,155.6228886,0.089348676,26.52547,2.370015612,0.510720231,2.2475972065,1.1559678795
"67","CARIB","FLORIDA","Keys_upper","-80.104_25.479",25.47916667,-80.10416667,26.61,2.31,10.9422001379282,0.263149714,0.0548502,0.014433814,7.69873098995859,1.00487985943444,0.17715055475,872.76132915,154.5873531,0.085596189,26.60889,2.277619591,0.49292764175,1.9240872285,0.95713964375
"68","CARIB","FLORIDA","Keys_upper","-80.104_25.521",25.52083333,-80.10416667,26.59,2.34,14.7528039164027,0.331392151,0.07922994,0.02625618,7.67075279800209,1.00258251248859,0.159466278,934.5496825,149.0291592,0.088419902,26.53472,2.346197349,0.535901082,2.404871418,1.288773196
"69","CARIB","FLORIDA","Keys_upper","-80.104_25.562",25.5625,-80.10416667,26.5833333333333,2.32333333333333,14.8608546039594,0.261132905,0.1618475,0.042263708,7.73361135963776,1.00497532651294,0.155448507,941.2003849,146.3081951,0.095637304,26.45422,2.530010277,0.54065219,2.342822863,1.266652312
"70","CARIB","FLORIDA","Keys_upper","-80.104_25.604",25.60416667,-80.10416667,26.5683333333333,2.28833333333333,14.9125163493756,0.346748325,0.08746641,0.030328831,7.78157436229043,1.00215027026017,0.1544031345,949.13233565,146.547349183333,0.086506121,26.56306,2.297867272,0.544619614166667,2.30865903133333,1.257313882
"71","CARIB","FLORIDA","Keys_upper","-80.104_25.646",25.64583333,-80.10416667,26.56,2.28,14.9929489513898,0.318436926,0.1081041,0.034424337,7.84593087262965,1.00165215852903,0.163516225,934.3182971,152.7762005,0.088953235,26.51094,2.358233873,0.548168547,2.293569826,1.257262839
"72","CARIB","FLORIDA","Keys_upper","-80.146_25.312",25.3125,-80.14583333,26.57,2.32,13.7917716291022,0.130090064,0.04605779,0.005991661,7.51074457411761,1.00000046386267,0.178308459,863.2031353,153.9164212,0.085033795,26.66017,2.267015439,0.461253761,1.48163738,0.683410814
"73","CARIB","FLORIDA","Keys_upper","-80.146_25.354",25.35416667,-80.14583333,26.624,2.269,14.1367427697189,0.257395637,0.08142665,0.020958864,7.47390371841121,1.00262743868516,0.175049558,858.8244754,150.3368446,0.091621985,26.50859,2.428769647,0.503098753,2.167884567,1.090660023
"74","CARIB","FLORIDA","Keys_upper","-80.146_25.396",25.39583333,-80.14583333,26.636,2.287,14.3188758451166,0.314199218,0.1319572,0.041460849,7.56877397881968,1.0009977221163,0.1756395299,845.99211159,148.58641221,0.098298848,26.47839,2.602795228,0.4977496538,1.9701341866,0.9831870031
"75","CARIB","FLORIDA","Keys_upper","-80.146_25.438",25.4375,-80.14583333,26.5666666666667,2.39333333333333,14.4466416965279,0.288474574,0.08882833,0.025624715,7.63514212043793,1.00018122534151,0.179662251,851.6331849,153.0273347,0.089348676,26.52547,2.370015612,0.491821103666667,1.947611532,0.958300297666667
"76","CARIB","FLORIDA","Keys_upper","-80.146_25.479",25.47916667,-80.14583333,26.56,2.38,14.596924142208,0.232724156,0.1496088,0.034817582,7.72329151196225,1.00156343981391,0.177639069666667,871.032683,154.7024126,0.098880447,26.47629,2.617987395,0.479315065,1.72435812,0.827240664333333
"77","CARIB","FLORIDA","Keys_upper","-80.188_25.229",25.22916667,-80.1875,26.605,2.3125,13.0290301437072,0.151049118,0.04416333,0.006670832,7.43053832896298,1.00159094622941,0.176425077,888.2930371,156.7171679,0.085011201,26.6875,2.268736432,0.443103575,1.387625076,0.614861631
"78","CARIB","FLORIDA","Keys_upper","-80.188_25.271",25.27083333,-80.1875,26.5671428571429,2.34571428571429,13.3152338630517,0.118178903,0.05391667,0.006371813,7.46429046017233,1.00203132812981,0.175267043571429,875.2389547,153.420700357143,0.08751136,26.56125,2.324411108,0.449887024142857,1.45122216985714,0.658580998285714
"79","CARIB","FLORIDA","Keys_upper","-80.188_25.312",25.3125,-80.1875,26.57,2.32,13.7958522458085,0.227826984,0.1067007,0.024309299,7.50812420787304,1.00034447472426,0.178308459,863.2031353,153.9164212,0.090045605,26.46516,2.383071338,0.461253761,1.48163738,0.683410814
"80","CARIB","FLORIDA","Keys_upper","-80.188_25.354",25.35416667,-80.1875,26.516,2.396,14.2125602884388,0.168469073,0.1602225,0.026992536,7.62694898518066,1.00473044630024,0.175049558,858.8244754,150.3368446,0.10619714,26.42223,2.805965253,0.462408711,1.205708102,0.557529929
"81","CARIB","FLORIDA","Keys_upper","-80.188_25.396",25.39583333,-80.1875,26.51,2.39,14.3888968851314,0.204634257,0.1799892,0.036831956,7.7221442775868,1.00382091390435,0.175049558,858.8244754,150.3368446,0.109285093,26.37246,2.882116757,0.475927761,0.942973184,0.448787116
"82","CARIB","FLORIDA","Keys_upper","-80.229_25.146",25.14583333,-80.22916667,26.63,2.27,12.5317318493807,0.154890656,0.04664553,0.007224957,7.31384840988507,1.00484396843123,0.19736561,877.9733472,173.2817449,0.08585005,26.65097,2.287987107,0.430466395,1.369340671,0.589455143
"83","CARIB","FLORIDA","Keys_upper","-80.229_25.188",25.1875,-80.22916667,26.601,2.32,12.755459969368,0.310794526,0.1227129,0.038138498,7.32804610115643,1.00415464052116,0.1931419045,826.9866779,159.78560268,0.094344706,26.51936,2.501961231,0.4397792989,1.4456785472,0.6410924104
"84","CARIB","FLORIDA","Keys_upper","-80.229_25.229",25.22916667,-80.22916667,26.593,2.333,12.9612342146438,0.285867547,0.09967817,0.028494754,7.40061052213126,1.00401982998126,0.1814717374,869.68866566,157.62021954,0.091818216,26.56433,2.439089379,0.4406010299,1.3869956918,0.6133585135
"85","CARIB","FLORIDA","Keys_upper","-80.229_25.271",25.27083333,-80.22916667,26.54,2.38,13.4101904476502,0.148967149,0.1496732,0.02229639,7.55115688025403,1.00333311933093,0.176425077,888.2930371,156.7171679,0.097788743,26.53658,2.594978805,0.429711277,1.153919989,0.495852432
"86","CARIB","FLORIDA","Keys_upper","-80.229_25.312",25.3125,-80.22916667,26.5,2.45,13.7372948503477,0.164146636,0.1663735,0.02730965,7.61992115929829,1.00247031935956,0.174800152333333,877.818516166667,153.451320433333,0.106788219,26.43727,2.823188977,0.409438169,0.920295003666667,0.379172053333333
"87","CARIB","FLORIDA","Keys_upper","-80.271_25.104",25.10416667,-80.27083333,26.64,2.27,12.1529029116221,0.176441127,0.04868872,0.008590693,7.30686246707676,1.00239144518506,0.197178417,884.9401301,174.4910943,0.086644531,26.64511,2.308653071,0.417989439,1.18945255,0.497178604
"88","CARIB","FLORIDA","Keys_upper","-80.271_25.146",25.14583333,-80.27083333,26.6042857142857,2.3,12.4930439696412,0.29066734,0.0946574,0.027513815,7.34525204788437,1.0000574306515,0.198299011785714,872.174145735714,172.941527471429,0.089514186,26.55363,2.376926587,0.421967974071429,1.24262896728571,0.528452834857143
"89","CARIB","FLORIDA","Keys_upper","-80.271_25.188",25.1875,-80.27083333,26.57,2.36,12.8505789604183,0.294610372,0.1242832,0.03661512,7.4478357151171,1.00308344679885,0.196695325,856.0203049,168.3751923,0.094344706,26.51936,2.501961231,0.39844791,0.9737267,0.387979368
"90","CARIB","FLORIDA","Keys_upper","-80.271_25.229",25.22916667,-80.27083333,26.53,2.45,13.0062245322398,0.179758821,0.1678029,0.030164051,7.53241954011532,1.00246007432113,0.184054447666667,878.904564033333,161.621655833333,0.107974035,26.48219,2.859388921,0.390132404666667,0.826133774,0.322915210666667
"91","CARIB","FLORIDA","Keys_upper","-80.312_25.062",25.0625,-80.3125,26.6233333333333,2.31,3.93796777649454,0.181011949,0.05267138,0.009534149,7.22888946233634,1.00065687013324,0.193315478,907.4266107,175.350060533333,0.087568893,26.63111,2.332056817,0.419338984,1.29607634866667,0.545135878333333
