"","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z"
"11","CARIB","FLORIDA","Keys_lower","-81.562_24.521",24.52083333,-81.5625,26.6,2.52,10.6485673378156,0.325100654,0.08766996,0.028501561,5.53428976307024,0.00282839114544913,0.195832314,927.8552082,181.7040326,0.099661495,26.60019,2.651014711,0.393021736,1.22060567,0.47972456,6,0,0,6,0.350256355619731,0.0588175719490757,0.0895075747280352,-0.143050470826002,-0.0380863249287476,-0.130048464548247,0.0132561174369359,-0.707218814343526,-0.262053625772244,-0.088435023241431,-0.22246543690712,0.103803995099305,0.408866162545196,0.146374226711419,-0.49579904246544,-0.352497374647029,-0.401738528136364
"12","CARIB","FLORIDA","Keys_lower","-81.562_24.562",24.5625,-81.5625,26.522,2.728,8.54294156740534,0.169010742,0.1498795,0.025331246,5.52694826178689,0.003967876334209,0.1939745416,926.5122832,179.7235376,0.116574329,26.49333,3.088442164,0.382480126,1.069331369,0.412004056,3,2,1,5,0.169158865431179,0.486921973707017,-0.151355356262312,-0.345737858759159,0.689507566038639,-0.166023104282975,0.0118463928631656,-0.706469702840637,-0.282739885121499,-0.0954129254502911,-0.237994141735911,0.947642438450128,0.204547459427187,0.982358199436689,-0.547097171641159,-0.414472201744829,-0.443558332126663
"13","CARIB","FLORIDA","Keys_lower","-81.562_24.604",24.60416667,-81.5625,26.43,2.93,0.0140212176676909,0.205982989,0.1852151,0.03815116,5.51531206095593,0.000108455189038068,0.191187883,924.4978957,176.7527951,0.122791083,26.544,3.259366503,0.361056894,0.568820291,0.205376487,1,0,0,1,-0.0444433024835302,0.902677210029634,-1.12698017169225,-0.29772829763871,1.10278769467594,-0.0205511913720514,0.00961199452642243,-0.709006933515383,-0.313769274145383,-0.105879778763581,-0.261287198979097,1.25781730435699,0.301429629434575,1.30901809920448,-0.651348014016982,-0.619524132671176,-0.571158156761341
"14","CARIB","FLORIDA","Keys_lower","-81.604_24.521",24.52083333,-81.60416667,26.59,2.55666666666667,10.6182442835425,0.293060638,0.1152937,0.033788045,5.52091498398257,0.00414341878495179,0.194927803666667,906.5515164,176.6435043,0.105556395,26.52053,2.799411545,0.394722330666667,1.291339605,0.511772480333333,8,1,1,9,0.327038728672477,0.134284694053841,0.0860389148021239,-0.18465538346364,0.284996991065414,-0.0700609373266924,0.0106878750542238,-0.706354299086035,-0.272125330648156,-0.199130019661998,-0.262144128470817,0.39792047727543,0.256554466022825,0.429980968758248,-0.48752352052086,-0.323518735429439,-0.381947804980543
"15","CARIB","FLORIDA","Keys_lower","-81.604_24.562",24.5625,-81.60416667,26.51,2.74,0.0222634747000816,0.163899077,0.1532005,0.025109421,5.51219247709121,0.00436763815931045,0.191187883,924.4978957,176.7527951,0.118950281,26.48547,3.150454094,0.361056894,0.568820291,0.205376487,1,1,1,2,0.141297713094478,0.511620304577668,-1.12603733834803,-0.35237550762169,0.728349507514218,-0.168540227805135,0.00901296799706549,-0.706206894526362,-0.313769274145383,-0.105879778763581,-0.261287198979097,1.06618671300259,0.189518964138887,1.10087151917056,-0.651348014016982,-0.619524132671176,-0.571158156761341
"16","CARIB","FLORIDA","Keys_lower","-81.646_24.479",24.47916667,-81.64583333,26.586,2.536,10.6553746419766,0.2136488,0.05346442,0.011422609,5.52690781068231,0.00328592264093459,0.1835950556,935.10861728,171.62500696,0.092329743,26.61446,2.457306249,0.3995920898,1.2618886184,0.5043045178,10,0,0,10,0.317751677893574,0.0917486797766096,0.0902862635413101,-0.287774014315267,-0.438149433275805,-0.323849126389961,0.0118386253897348,-0.70691802754122,-0.398315258782972,-0.0507459644770947,-0.30149326284224,-0.262001889042541,0.436150720784892,-0.223829263039057,-0.46382604612403,-0.335584365812981,-0.386559535710587
"17","CARIB","FLORIDA","Keys_lower","-81.646_24.521",24.52083333,-81.64583333,26.56,2.6325,10.6324181201756,0.205624123,0.133038,0.027355822,5.52644394204376,0.00493181151105091,0.1868977565,925.5179447,172.88924095,0.108718123,26.50606,2.881689088,0.37193034625,1.05284218375,0.39899993325,4,0,0,4,0.257385847830731,0.290364423861423,0.087660262661172,-0.29819429580109,0.492531788453284,-0.143049553637195,0.0117495527336757,-0.70583600006316,-0.361539748838685,-0.100579555616163,-0.291580631674156,0.555669771912787,0.228887503322868,0.587224659778286,-0.598435056877938,-0.421227575249098,-0.45158883739979
"18","CARIB","FLORIDA","Keys_lower","-81.646_24.562",24.5625,-81.64583333,26.51,2.74,10.6389919891116,0.156202282,0.1485764,0.023207973,5.53989689577523,0.00425301405950449,0.181393255,941.502399,170.7821843,0.117363982,26.53505,3.114259141,0.313434829,0.339397791,0.106379089,0,1,1,1,0.141297713094478,0.511620304577668,0.088412248774818,-0.362370024589622,0.674266694633392,-0.190116603267611,0.0143328063126211,-0.706282249811819,-0.422832265412496,-0.0175235703843822,-0.308101683620963,0.987040895166921,0.284317029837844,1.03169799017958,-0.88308897597483,-0.713515112473125,-0.632292547903936
"19","CARIB","FLORIDA","Keys_lower","-81.688_24.479",24.47916667,-81.6875,26.5766666666667,2.52,10.6188376493203,0.271201809,0.06218111,0.01686363,5.51985467235524,0.00293243917869404,0.185638125666667,926.507721466667,171.963331766667,0.094353002,26.59448,2.509269017,0.398293926333333,1.20128381133333,0.478472793666667,6,0,0,6,0.296081892742813,0.0588175719490757,0.0861067900259083,-0.213039722313722,-0.336200272528812,-0.262108015407586,0.0104842726438708,-0.707150411893608,-0.37556571353848,-0.0954366284337805,-0.298840518927722,-0.161054660147872,0.397948515204714,-0.124521272814581,-0.470143236496683,-0.360413252242621,-0.40251153807589
"20","CARIB","FLORIDA","Keys_lower","-81.688_24.521",24.52083333,-81.6875,26.564,2.614,10.6261456182626,0.216105336,0.1288659,0.027848609,5.53076055382127,0.0035513993317727,0.181393255,941.502399,170.7821843,0.110639156,26.49739,2.931648853,0.3460984298,0.7872423258,0.2784450468,2,3,1,5,0.266672898609626,0.252287830435837,0.0869427499784146,-0.284584129339204,0.443735502987984,-0.137457732385693,0.0125784341113824,-0.706743499916976,-0.422832265412496,-0.0175235703843822,-0.308101683620963,0.651516600205761,0.212310269970504,0.68270463602276,-0.72413966811934,-0.530039879552203,-0.52603573935155
"21","CARIB","FLORIDA","Keys_lower","-81.688_24.562",24.5625,-81.6875,26.42,2.77,10.6309276198732,0.185030475,0.151187,0.027974202,5.53464292850625,0.004980676547857,0.181393255,941.502399,170.7821843,0.119523824,26.58802,3.177901824,0.313434829,0.339397791,0.106379089,1,1,1,2,-0.067660929430776,0.573366131754294,0.087489764049061,-0.32493575953601,0.704799899215188,-0.136032586011214,0.0133239327208315,-0.705803875590177,-0.422832265412496,-0.0175235703843822,-0.308101683620963,1.09480271149905,0.385596851138249,1.15332790298991,-0.88308897597483,-0.713515112473125,-0.632292547903936
"22","CARIB","FLORIDA","Keys_lower","-81.729_24.479",24.47916667,-81.72916667,26.57,2.53818181818182,10.6275956437531,0.313138876,0.07226177,0.022627969,5.49990077054191,0.00375830469885841,0.186841406,919.578196218182,171.813891709091,0.096141544,26.58256,2.555688361,0.397712158090909,1.17147957827273,0.465920193272727,11,0,0,11,0.280603474777977,0.0962392853894549,0.0871086186691265,-0.158583194925791,-0.218298313554042,-0.19669810540374,0.00665269860428978,-0.706607477797494,-0.362167210554373,-0.13144277139616,-0.30001225152169,-0.0718182555838844,0.375157209373096,-0.0358075276157376,-0.472974267283272,-0.372623602437619,-0.410263212340498
"23","CARIB","FLORIDA","Keys_lower","-81.729_24.521",24.52083333,-81.72916667,26.54,2.63,10.6371009837053,0.227863493,0.1297833,0.029572876,5.52306255967659,9.94486291892827e-05,0.182454472666667,937.753729616667,171.077471166667,0.112424173,26.47472,2.976398495,0.3444146785,0.654006281833333,0.230895432833333,6,0,0,6,0.210950593936223,0.285218938263371,0.0881959363079577,-0.269315813157195,0.454465282304363,-0.117891889833303,0.0111002553172036,-0.709012854538008,-0.411015627443992,-0.0370018348967318,-0.305786392447653,0.740577130607392,0.168964724399806,0.768227351253882,-0.732333225999701,-0.584624701517628,-0.555399306047692
"24","CARIB","FLORIDA","Keys_lower","-81.771_24.479",24.47916667,-81.77083333,26.57,2.56,10.6198694046791,0.359015787,0.07885668,0.028310793,5.45379116223812,0.00237724432838149,0.1875696385,906.3803464,169.9626597,0.097120052,26.58917,2.582341573,0.408962462,1.364557947,0.5606963645,4,0,0,4,0.280603474777977,0.141145341517911,0.0862248127169695,-0.0990106630569032,-0.141165188514382,-0.132213173756296,-0.00220132803194752,-0.707515403780134,-0.354058355905893,-0.200019427127859,-0.314527428504607,-0.0229971847020719,0.387795676784754,0.0151304231252021,-0.4182274550606,-0.293522271682186,-0.351735577878776
"25","CARIB","FLORIDA","Keys_lower","-81.812_24.479",24.47916667,-81.8125,26.55,2.57,10.5705175460587,0.363080706,0.09338664,0.033906887,5.3059501789352,0.000835015991469845,0.1970903988,879.07974084,173.14779298,0.099833372,26.55317,2.650892491,0.393671348,1.1302481812,0.444951921,5,0,0,5,0.234168220883477,0.161727283910119,0.080579444254937,-0.0937322449726528,0.0287751475176882,-0.0687123968392789,-0.0305899449004139,-0.708529283555543,-0.248044876123387,-0.34187467283431,-0.289553371743303,0.112379519469012,0.318962873937591,0.146140647496292,-0.492637866867966,-0.38951549146101,-0.423211861341407
"26","CARIB","FLORIDA","Keys_lower","-81.854_24.438",24.4375,-81.85416667,26.5528571428571,2.56857142857143,10.4740806286486,0.197378919,0.05244492,0.010351522,5.10436085543005,0.000245062811300159,0.201421415714286,869.238108457143,175.078657828571,0.091633994,26.58084,2.435708521,0.417701172285714,1.54861936028571,0.646860567142857,7,0,0,7,0.240801828582689,0.158787006425518,0.0695480069931515,-0.308900938147944,-0.450073359603523,-0.336003113911564,-0.0692993875861104,-0.70891712599333,-0.199819087466537,-0.393012263052026,-0.27441380799901,-0.296715157860936,0.371868531014838,-0.265105489145698,-0.375702689956811,-0.218115053216448,-0.298526138304837
"27","CARIB","FLORIDA","Keys_lower","-81.854_24.479",24.47916667,-81.85416667,26.55,2.57,10.5096599739531,0.280574385,0.1223453,0.034326957,5.19910600425535,0.0021989947441034,0.202134136,864.4895612,174.7428503,0.103846486,26.48077,2.749934908,0.405368599,1.3381247105,0.545089444,4,0,0,4,0.234168220883477,0.161727283910119,0.073617935046457,-0.200869153932308,0.367471497090465,-0.0639457200537333,-0.0511063015415156,-0.70763258723744,-0.191882961020821,-0.417685940580177,-0.277046814389065,0.31260733881315,0.18053245932273,0.335424316511856,-0.435716097536829,-0.304351574814929,-0.361373402727247
"28","CARIB","FLORIDA","Keys_lower","-81.896_24.438",24.4375,-81.89583333,26.56,2.52,10.4678910014002,0.202607901,0.05644333,0.011435865,5.0151818794908,0.00384471496101469,0.20071712125,880.314058275,176.69604885,0.092078596,26.57556,2.447040253,0.417636840125,1.54583702075,0.645598481125,8,0,0,8,0.257385847830731,0.0588175719490757,0.068839974358981,-0.302110949675598,-0.403308527560353,-0.32369870606128,-0.0864236499124403,-0.70655067063406,-0.207661392555395,-0.335461100701749,-0.261732136111678,-0.274532461596628,0.361773053263922,-0.243448992119166,-0.37601574645297,-0.219254936266731,-0.299305521014181
"29","CARIB","FLORIDA","Keys_lower","-81.896_24.479",24.47916667,-81.89583333,26.55,2.61,10.5061551572392,0.301351526,0.1090723,0.032869104,5.12219507995391,0.00340184343745932,0.200471122,875.5695048,175.5264012,0.103548375,26.47975,2.741935083,0.392584484,1.105907015,0.434161935,1,0,0,1,0.234168220883477,0.244055053478954,0.0732170183982287,-0.173889419085581,0.212232385616403,-0.0804884725755465,-0.0658748367217757,-0.706841819791477,-0.210400589394158,-0.360114026347824,-0.27090313281227,0.297733573589311,0.178582196575392,0.320135551623551,-0.497926820819823,-0.399487704564172,-0.429875058939258
"30","CARIB","FLORIDA","Keys_lower","-81.938_24.438",24.4375,-81.9375,26.54625,2.52625,10.4328063129323,0.209680146,0.05813067,0.012188847,4.91890277300656,0.000774251697584987,0.2025701785,890.2594927,180.348846375,0.09263931,26.54609,2.459211459,0.41844255925,1.54986156875,0.64853481575,8,0,0,8,0.225461610778258,0.0716812859442063,0.0648266301949721,-0.292927429437126,-0.383573640017624,-0.315154363881801,-0.104911288491108,-0.708569230745697,-0.187027636309194,-0.283784150133192,-0.233091208179488,-0.246556545264391,0.305425756044311,-0.220188144920493,-0.372094914269499,-0.217606138917822,-0.297492230633657
"31","CARIB","FLORIDA","Keys_lower","-81.938_24.479",24.47916667,-81.9375,26.518,2.624,10.4360840469585,0.316391115,0.1044449,0.033045438,4.9384123685159,0.00452548379078507,0.2045904604,893.11247612,182.73358506,0.104059798,26.44353,2.751708378,0.4021770168,1.1905536246,0.4805314464,4,1,1,5,0.159871814652276,0.272869772828047,0.0652015708115116,-0.154360065965065,0.1581109764071,-0.0784875508617787,-0.101165030722797,-0.706103124877239,-0.164531836854962,-0.26895991251139,-0.214392901375803,0.323250195357952,0.109328748821937,0.338813661387082,-0.451247140325409,-0.364809249865016,-0.401240247274626
"32","CARIB","FLORIDA","Keys_lower","-81.938_24.521",24.52083333,-81.9375,26.4433333333333,2.85666666666667,10.4757975122684,0.272624809,0.1635157,0.044578436,5.03417018228943,0.000849533475702629,0.203051198,890.938774466667,180.9166413,0.115335513,26.45033,3.050662387,0.393128906666667,0.332071484666667,0.131835526666667,2,1,1,3,-0.0134864665538581,0.751742965820103,0.0697444016358459,-0.21119191453849,0.848994612816505,0.052381289651337,-0.0827774914448091,-0.708519739583809,-0.181671493581996,-0.280254569747048,-0.228639230369087,0.885833721765621,0.12233050047085,0.910155853999686,-0.495277523010394,-0.716516591014241,-0.616572298191806
"33","CARIB","FLORIDA","Keys_lower","-81.979_24.438",24.4375,-81.97916667,26.55,2.52,10.3974025452377,0.217817249,0.05756999,0.012539737,4.81614853707369,0.00355483434279449,0.206899354,896.3730286,185.4590007,0.093103083,26.52819,2.469856271,0.420105526,1.562083199,0.656239784,3,0,0,3,0.234168220883477,0.0588175719490757,0.060776786497747,-0.282361159450293,-0.390131273184298,-0.311172696023396,-0.124642289803062,-0.706741241698708,-0.138822351764411,-0.252017926657902,-0.193023407885877,-0.223417343023764,0.271200556850857,-0.199844446408563,-0.36400249924405,-0.212599119109501,-0.292734140499442
"34","CARIB","FLORIDA","Keys_lower","-81.979_24.479",24.47916667,-81.97916667,26.51,2.64,10.4293638258577,0.31827179,0.103502,0.032941767,4.90722496153763,0.000889609572477639,0.206899354,896.3730286,185.4590007,0.103695965,26.41745,2.73938296,0.400690169,1.119746863,0.44867156,1,0,0,1,0.141297713094478,0.305800880655581,0.0644328434460026,-0.151917953605484,0.147082952734314,-0.0796639408659074,-0.107153676956386,-0.708493393067522,-0.138822351764411,-0.252017926657902,-0.193023407885877,0.305097337453732,0.0594632072037666,0.315258093865033,-0.458482516184413,-0.393817725055492,-0.420914852832807
"35","CARIB","FLORIDA","Keys_middle","-80.438_24.938",24.9375,-80.4375,26.594,2.406,9.92897682635261,0.179964189,0.04910655,0.00883742,6.97353502606338,1.0041610975482,0.208284815,984.6857222,205.0950833,0.087799402,26.62424,2.337592351,0.418060336,1.157615549,0.483953146,10,0,0,10,0.33632577945138,-0.175816571322104,0.00719347972622119,-0.331514482418898,-0.489118458117173,-0.353184142917083,0.289621854718003,-0.0489304434333485,-0.123395270619122,0.206859032026915,-0.0390604184871873,-0.488035911329309,0.454850298891704,-0.45261897286202,-0.373954908867332,-0.378303488653429,-0.399127226872627
"36","CARIB","FLORIDA","Keys_middle","-80.479_24.938",24.9375,-80.47916667,26.6,2.4,9.93110937635147,0.337713867,0.07839915,0.02647648,7.00292630950999,1.00341569490498,0.20822830925,988.98338265,205.933608925,0.091135594,26.62785,2.426744939,0.412389671,1.1085996355,0.45800889775,8,0,0,8,0.350256355619731,-0.188165736757428,0.00743742252480732,-0.12667183902554,-0.146516394019748,-0.153027745600333,0.295265606987486,-0.0494204802498258,-0.124024461040523,0.229189880247764,-0.032485689986483,-0.321582018149759,0.461752699399431,-0.282236126097761,-0.401549792920359,-0.398384578065987,-0.415148716855789
"37","CARIB","FLORIDA","Keys_middle","-80.521_24.896",24.89583333,-80.52083333,26.6,2.40571428571429,2.86875090258557,0.267957723,0.05540191,0.01484537,6.81509857214898,1.00134482719703,0.206528111142857,1002.16874314286,206.950614757143,0.090100264,26.62001,2.398469929,0.416525594142857,1.13588790114286,0.473607183285714,7,0,0,7,0.350256355619723,-0.176404626819024,-0.800427101931663,-0.217252264361735,-0.41548882707601,-0.285009896258861,0.259198681875877,-0.0507818940148232,-0.142956133719841,0.297701640850718,-0.0245115303059458,-0.373238130635366,0.446762444557163,-0.336273555679591,-0.381423349270562,-0.387204982233547,-0.405516224402864
"38","CARIB","FLORIDA","Keys_middle","-80.521_24.938",24.9375,-80.52083333,26.5644444444444,2.47333333333333,5.52385580808799,0.456704151,0.1395598,0.06373754,6.94786561336918,1.00434562303359,0.207717849777778,995.882758888889,206.864259744444,0.100308121,26.56464,2.664649133,0.403788168666667,1.03446847377778,0.420353517666667,9,0,0,9,0.267704793140614,-0.0372314925478988,-0.496709148526504,0.0278405797743658,0.56880982937934,0.269786141863242,0.284692780885201,-0.0488091341218801,-0.129708417282781,0.265039367521513,-0.0251886244176099,0.136066351441842,0.340893769733618,0.172431480757092,-0.443406869571893,-0.428755010452211,-0.438402244535754
"39","CARIB","FLORIDA","Keys_middle","-80.562_24.854",24.85416667,-80.5625,26.56,2.48,10.083252272031,0.223122244,0.04915384,0.010967315,6.62827675041486,1.00292474384187,0.206489782,1019.663786,210.5501533,0.089277216,26.64356,2.37866286,0.431664878,1.148884764,0.495933201,1,0,0,1,0.257385847830723,-0.0235101976197593,0.0248410771996757,-0.275472465839213,-0.488565361034252,-0.329015501852142,0.223324913984249,-0.0497432374847246,-0.143382927976111,0.388606716113265,0.00371180353326364,-0.414302776756945,0.491790569753018,-0.374127586369941,-0.307751781176923,-0.381880361177223,-0.391729119618538
"40","CARIB","FLORIDA","Keys_middle","-80.562_24.896",24.89583333,-80.5625,26.59,2.4,9.89326763148362,0.640804931,0.1057553,0.067768518,6.88425645933744,1.00313636211329,0.204235649,1029.870914,210.3363544,0.094845538,26.61458,2.524274153,0.409163662,0.972615389,0.397958874,2,0,0,2,0.327038728672477,-0.188165736757429,0.0031086981566195,0.266900911967113,0.17343722756928,0.315527016611844,0.272478468839978,-0.0496041170442761,-0.168482654856388,0.441643438951336,0.0020354448396945,-0.136480374635802,0.436380163461047,-0.0958443959552703,-0.417248365188166,-0.454095297660468,-0.452231728270438
"41","CARIB","FLORIDA","Keys_middle","-80.562_24.938",24.9375,-80.5625,26.52,2.58,9.92549679772436,0.749798723,0.1763622,0.132236152,7.15166763119728,1.00346288149827,0.207445096,991.0878748,205.5963189,0.11044107,26.46711,2.923055935,0.374701346,0.65922106,0.247011019,3,2,1,5,0.164515340041723,0.182309226302328,0.00679539859180991,0.40843258892398,0.999245441231448,1.04706312822861,0.323827107997244,-0.0493894592061422,-0.132745525265223,0.240124921610472,-0.0351303203642019,0.641633420255576,0.154414234686836,0.666282388910294,-0.584950674215197,-0.582488284604139,-0.545447362177358
"42","CARIB","FLORIDA","Keys_middle","-80.604_24.854",24.85416667,-80.60416667,26.6166666666667,2.49333333333333,10.1486190793648,0.404893105,0.07620978,0.030856814,6.69225855895967,1.00185458351043,0.206650668666667,1007.01603333333,208.0995195,0.091886502,26.62669,2.446633401,0.415907466666667,0.928132406,0.387756440333333,9,0,0,9,0.388952400531813,0.0039323922365187,0.0323183986806162,-0.039437602686424,-0.172122952709416,-0.103322609811687,0.235610783631156,-0.0504467739783296,-0.141591458088571,0.322888391359577,-0.0155031750067775,-0.284116680417497,0.459534753529914,-0.244226542199615,-0.384431313245769,-0.472319312988883,-0.458532091542454
"43","CARIB","FLORIDA","Keys_middle","-80.604_24.896",24.89583333,-80.60416667,26.536,2.576,10.1392533722856,0.721156848,0.1682674,0.121347188,7.0100710859277,1.00288078405429,0.206489782,1019.663786,210.5501533,0.109372028,26.51118,2.899581522,0.395132361,0.414540486,0.163798361,1,4,1,5,0.201663543157328,0.174076449345445,0.0312470536725926,0.371240263328602,0.904569817065077,0.923502359981787,0.296637556198062,-0.0497721371868588,-0.143382927976111,0.388606716113265,0.00371180353326364,0.588295302163916,0.238677057505572,0.621419559879914,-0.485528209652284,-0.682730269975074,-0.59683411864733
