"","X","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z","y_pred_prob"
"11",11,"CARIB","FLORIDA","Keys_lower","-81.562_24.521",24.52083333,-81.5625,26.6,2.52,10.644436734734,0.325100654,0.08766996,0.028501561,5.5264678995868,0.00215027026017196,0.195832314,927.8552082,181.7040326,0.099661495,26.60019,2.651014711,0.393021736,1.22060567,0.47972456,6,0,0,6,0.12240342602098,0.793185117195624,0.178886472627965,0.151804442596925,0.603573137863346,0.263974846699069,-0.0273631938047573,-0.420459908357433,0.15158703968197,0.591196097327809,0.452537323582049,0.778124174095082,0.045999742371772,0.840234448599586,-0.15245840063121,-0.441083052858134,-0.35609874655209,0.553833069071393
"12",12,"CARIB","FLORIDA","Keys_lower","-81.562_24.562",24.5625,-81.5625,26.522,2.728,8.54959031835158,0.169010742,0.1498795,0.025331246,5.52307032628507,0.00165215852903202,0.1939745416,926.5122832,179.7235376,0.116574329,26.49333,3.088442164,0.382480126,1.069331369,0.412004056,4,1,1,5,0.0916161379763952,0.959000589679754,-0.0461517259438755,-0.178871752919239,1.54878963294421,0.20221671770173,-0.0281117321713163,-0.420696402865418,0.134749662274706,0.588344298336131,0.43813928517993,1.08551609043817,0.00666385471292672,1.15656047388933,-0.177705185931204,-0.448593389922947,-0.361976240566871,0.589414303142178
"13",13,"CARIB","FLORIDA","Keys_lower","-81.562_24.604",24.60416667,-81.5625,26.43,2.93,0.0202446956507283,0.205982989,0.1852151,0.03815116,5.51203906365643,4.63862670585513e-07,0.191187883,924.4978957,176.7527951,0.122791083,26.544,3.259366503,0.361056894,0.568820291,0.205376487,1,0,0,1,0.0553029264366278,1.12003292353453,-0.962413920116494,-0.100546114695778,2.08568143416279,0.451950230790114,-0.0305420913058523,-0.421480597842253,0.109493596163812,0.584066599848614,0.416542227576752,1.19850602018582,0.0253158239032101,1.2801645513434,-0.229013073316144,-0.473442335683093,-0.37990954330907,0.664480069312788
"14",14,"CARIB","FLORIDA","Keys_lower","-81.604_24.521",24.52083333,-81.60416667,26.59,2.55666666666667,10.6490746522545,0.293060638,0.1152937,0.033788045,5.51405609169792,0.00262743868515827,0.194927803666667,906.5515164,176.6435043,0.105556395,26.52053,2.799411545,0.394722330666667,1.291339605,0.511772480333333,9,0,0,9,0.118456337810135,0.822415408819429,0.179384699417184,0.0839277268027804,1.02329035010804,0.366956210006618,-0.0300977085828323,-0.420233357355241,0.143389274524568,0.545956157052469,0.415747692303804,0.885264385348317,0.0166763584029941,0.94754774213629,-0.148385536198581,-0.43757131497365,-0.353317292652317,0.563122813543823
"15",15,"CARIB","FLORIDA","Keys_lower","-81.604_24.562",24.5625,-81.60416667,26.51,2.74,0.00837020290215572,0.163899077,0.1532005,0.025109421,5.51797202425403,0.000997722116298974,0.191187883,924.4978957,176.7527951,0.118950281,26.48547,3.150454094,0.361056894,0.568820291,0.205376487,1,1,1,2,0.086879632123382,0.968566866938454,-0.963689533658468,-0.189700805952168,1.59924916021549,0.19789553921794,-0.0292349675913101,-0.421007117525927,0.109493596163812,0.584066599848614,0.416542227576752,1.12869918077178,0.00377053563189963,1.20140445248033,-0.229013073316144,-0.473442335683093,-0.37990954330907,0.649334019364091
"16",16,"CARIB","FLORIDA","Keys_lower","-81.646_24.479",24.47916667,-81.64583333,26.586,2.536,10.6178532590589,0.2136488,0.05346442,0.011422609,5.52500300449829,0.00018122534151189,0.1835950556,935.10861728,171.62500696,0.092329743,26.61446,2.457306249,0.3995920898,1.2618886184,0.5043045178,10,0,0,10,0.116877502525797,0.805940153540557,0.176030751353645,-0.084306107993577,0.0838515544671617,-0.0687252543178236,-0.0276859330304805,-0.421394775537078,0.0406782232354543,0.606599239499243,0.379263622703906,0.644869079329041,0.0512526257415241,0.700154013708707,-0.136722634298212,-0.439033472357919,-0.353965440591268,0.545882120725325
"17",17,"CARIB","FLORIDA","Keys_lower","-81.646_24.521",24.52083333,-81.64583333,26.56,2.6325,10.6599983825326,0.205624123,0.133038,0.027355822,5.53187103407676,0.00156343981390819,0.1868977565,925.5179447,172.88924095,0.108718123,26.50606,2.881689088,0.37193034625,1.05284218375,0.39899993325,4,0,0,4,0.106615073177603,0.882868966495935,0.180558177608345,-0.101306371666005,1.2928985975515,0.241655709023702,-0.0261727990417238,-0.420738524918706,0.070611287972883,0.586232748151507,0.388454501518184,0.942729008301254,0.01134985368258,1.00704681556961,-0.202971537495194,-0.44941203088399,-0.363104874423917,0.574893407285867
"18",18,"CARIB","FLORIDA","Keys_lower","-81.646_24.562",24.5625,-81.64583333,26.51,2.74,10.6184298569989,0.156202282,0.1485764,0.023207973,5.54286810902723,0.00159094622940756,0.181393255,941.502399,170.7821843,0.117363982,26.53505,3.114259141,0.313434829,0.339397791,0.106379089,0,1,1,1,0.086879632123382,0.968566866938454,0.176092692200805,-0.206006452202182,1.52899023216517,0.160855096591345,-0.0237499719856753,-0.420725465366414,0.0207228467438353,0.620176900397734,0.373136370161054,1.09986808779805,0.0220212684610732,1.17523004221065,-0.343066244567723,-0.484832507667772,-0.388501573489824,0.583495284386487
"19",19,"CARIB","FLORIDA","Keys_lower","-81.688_24.479",24.47916667,-81.6875,26.5766666666667,2.52,10.6208071737615,0.271201809,0.06218111,0.01686363,5.51981575778376,0.00203132812981494,0.185638125666667,926.507721466667,171.963331766667,0.094353002,26.59448,2.509269017,0.398293926333333,1.20128381133333,0.478472793666667,6,0,0,6,0.11319355352901,0.793185117195624,0.176348074684945,0.0376198372054155,0.216293607092955,0.037266508896631,-0.0288287643508949,-0.420516379945711,0.0591949919106424,0.58833461116334,0.381723216673482,0.681641950231009,0.0438978528103643,0.737730932468063,-0.139831690156589,-0.442042327965314,-0.356207387933909,0.54790235833623
"20",20,"CARIB","FLORIDA","Keys_lower","-81.688_24.521",24.52083333,-81.6875,26.564,2.614,10.6421983764027,0.216105336,0.1288659,0.027848609,5.53792556504865,0.00034447472426109,0.181393255,941.502399,170.7821843,0.110639156,26.49739,2.931648853,0.3460984298,0.7872423258,0.2784450468,4,1,1,5,0.10819390846194,0.868120955722106,0.178646017708355,-0.079101940932297,1.22950739197231,0.251255260839282,-0.0248388914784437,-0.421317267660755,0.0207228467438353,0.620176900397734,0.373136370161054,0.977643914651563,0.00815836813137023,1.04317526104891,-0.264838069125612,-0.462598305382597,-0.373567889045936,0.573252752269908
"21",21,"CARIB","FLORIDA","Keys_lower","-81.688_24.562",24.5625,-81.6875,26.42,2.77,10.6403122339594,0.185030475,0.151187,0.027974202,5.54000041766967,0.00473044630023651,0.181393255,941.502399,170.7821843,0.119523824,26.58802,3.177901824,0.313434829,0.339397791,0.106379089,2,0,0,2,0.0513558382257844,0.992482560085204,0.178443399466577,-0.144933977609168,1.56865588765881,0.253701828040069,-0.0243817690990694,-0.419234887092198,0.0207228467438353,0.620176900397734,0.373136370161054,1.13912336407986,0.0415198831839732,1.22125330118559,-0.343066244567723,-0.484832507667772,-0.388501573489824,0.58188595581534
"22",22,"CARIB","FLORIDA","Keys_lower","-81.729_24.479",24.47916667,-81.72916667,26.57,2.53818181818182,10.6229145824059,0.313138876,0.07226177,0.022627969,5.50709152175915,0.00382091390434653,0.186841406,919.578196218182,171.813891709091,0.096141544,26.58256,2.555688361,0.397712158090909,1.17147957827273,0.465920193272727,11,0,0,11,0.110562161388447,0.807679476678502,0.176574462376797,0.126463437595596,0.369459923919954,0.149556546809708,-0.0316321119180282,-0.419666716746099,0.0701005716786866,0.573619259884276,0.380636799546557,0.71414882358175,0.0395100203108937,0.771299119565999,-0.141225004641838,-0.44352202302762,-0.357296833955831,0.550094803815722
"23",23,"CARIB","FLORIDA","Keys_lower","-81.729_24.521",24.52083333,-81.72916667,26.54,2.63,10.6403047580564,0.227863493,0.1297833,0.029572876,5.52544599129382,0.0048439684312325,0.182454472666667,937.753729616667,171.077471166667,0.112424173,26.47472,2.976398495,0.3444146785,0.654006281833333,0.230895432833333,6,0,0,6,0.0987208967559136,0.880875992067039,0.17844259637012,-0.0541923066502189,1.24344643753649,0.284844195633413,-0.0275883361332578,-0.419180988822318,0.0303408830355371,0.612216328089135,0.375283081789161,1.01008672088587,-0.000186611966196063,1.07553600176126,-0.268870594287299,-0.469213094495865,-0.377694742140447,0.572183726951177
"24",24,"CARIB","FLORIDA","Keys_lower","-81.771_24.479",24.47916667,-81.77083333,26.57,2.56,10.6501015091022,0.359015787,0.07885668,0.028310793,5.45495098513896,0.00415464052115567,0.1875696385,906.3803464,169.9626597,0.097120052,26.58917,2.582341573,0.408962462,1.364557947,0.5606963645,4,0,0,4,0.110562161388447,0.825072708057957,0.179495009181841,0.223653590355204,0.469663489411255,0.260258662423196,-0.0431194850067127,-0.419508269339403,0.0767006941924751,0.545592665097665,0.367178492629285,0.731933273501678,0.0419432059502808,0.790573411920861,-0.114280922347719,-0.433936233376104,-0.349071166008466,0.551696132342341
"25",25,"CARIB","FLORIDA","Keys_lower","-81.812_24.479",24.47916667,-81.8125,26.55,2.57,10.5643885397189,0.363080706,0.09338664,0.033906887,5.30714387012657,0.00401982998126186,0.1970903988,879.07974084,173.14779298,0.099833372,26.55317,2.650892491,0.393671348,1.1302481812,0.444951921,5,0,0,5,0.102667984966758,0.83304460577354,0.170287321175017,0.232265113885317,0.690432809757703,0.369271266890966,-0.0756836967576907,-0.419572274963665,0.16298932372276,0.487617841925702,0.390334153856052,0.781248050342274,0.028691362831075,0.840146065105258,-0.150902602732,-0.445569044151646,-0.359116680051236,0.557263039185537
"26",26,"CARIB","FLORIDA","Keys_lower","-81.854_24.438",24.4375,-81.85416667,26.5528571428571,2.56857142857143,10.5002369282595,0.197378919,0.05244492,0.010351522,5.11127583396119,0.00333311933092773,0.201421415714286,869.238108457143,175.078657828571,0.091633994,26.58084,2.435708521,0.417701172285714,1.54861936028571,0.646860567142857,7,0,0,7,0.103795724455571,0.831905763242742,0.163395855067813,-0.118773821388026,0.0683611937164643,-0.0895901617839188,-0.118836478708701,-0.419898312852809,0.202242230237611,0.466718419168736,0.404371385073012,0.632223793600831,0.0388768766951974,0.684535598799735,-0.0933520184722888,-0.424798109813387,-0.341592934816894,0.545918357011588
"27",27,"CARIB","FLORIDA","Keys_lower","-81.854_24.479",24.47916667,-81.85416667,26.55,2.57,10.4966772481946,0.280574385,0.1223453,0.034326957,5.20264394598607,0.00247031935956329,0.202134136,864.4895612,174.7428503,0.103846486,26.48077,2.749934908,0.405368599,1.3381247105,0.545089444,4,0,0,4,0.102667984966758,0.83304460577354,0.163013457588437,0.0574756224650427,1.13043289828815,0.377454282537018,-0.0987066592002448,-0.420307954790472,0.208701762329047,0.456634533412007,0.401930091511507,0.854186672158304,0.00204043389133666,0.911768671070731,-0.12288809787011,-0.435248568085414,-0.350425697891866,0.569809012238741
"28",28,"CARIB","FLORIDA","Keys_lower","-81.896_24.438",24.4375,-81.89583333,26.56,2.52,10.4430403530413,0.202607901,0.05644333,0.011435865,5.01017602869447,0.00239144518505782,0.20071712125,880.314058275,176.69604885,0.092078596,26.57556,2.447040253,0.417636840125,1.54583702075,0.645598481125,8,0,0,8,0.106615073177603,0.793185117195624,0.157251531478785,-0.107696232503342,0.129113340189437,-0.0684670257954248,-0.141110341955489,-0.420345402832601,0.195859063117126,0.490239004847342,0.416129686930765,0.640304465402492,0.0369332730377141,0.692730150190199,-0.093506091735238,-0.424936245026069,-0.341702471848929,0.547383412590797
"29",29,"CARIB","FLORIDA","Keys_lower","-81.896_24.479",24.47916667,-81.89583333,26.55,2.61,10.4708567037072,0.301351526,0.1090723,0.032869104,5.12499042999036,5.74306515045464e-05,0.200471122,875.5695048,175.5264012,0.103548375,26.47975,2.741935083,0.392584484,1.105907015,0.434161935,1,0,0,1,0.102667984966758,0.864932196635872,0.160239693950143,0.101491957995957,0.928761924041944,0.349055125471187,-0.115814939392847,-0.421453551033566,0.193629520782363,0.480163600177708,0.407626443155018,0.848768484315098,0.00166496500295896,0.905983590989661,-0.15350560379714,-0.44677751354469,-0.360053147950745,0.563291096359146
"30",30,"CARIB","FLORIDA","Keys_lower","-81.938_24.438",24.4375,-81.9375,26.54625,2.52625,10.4169683791232,0.209680146,0.05813067,0.012188847,4.91896355453834,0.00308344679884613,0.2025701785,890.2594927,180.348846375,0.09263931,26.54609,2.459211459,0.41844255925,1.54986156875,0.64853481575,8,0,0,8,0.101187826887692,0.798167553267863,0.154450758115224,-0.0927136942957591,0.154750912831989,-0.0537988431420687,-0.161205872015066,-0.420016852888991,0.212653706139875,0.511358858796755,0.442685229378543,0.650495480756891,0.0260851670176303,0.701531767899737,-0.0915764227604824,-0.424736437710394,-0.341447626002185,0.547266729260401
"31",31,"CARIB","FLORIDA","Keys_lower","-81.938_24.479",24.47916667,-81.9375,26.518,2.624,10.4477360178085,0.316391115,0.1044449,0.033045438,4.93776013168472,0.00246007432113402,0.2045904604,893.11247612,182.73358506,0.104059798,26.44353,2.751708378,0.4021770168,1.1905536246,0.4805314464,5,0,0,5,0.090037302692057,0.876092853437689,0.157755961747294,0.133353300019436,0.858452855539956,0.352490133638709,-0.157064693030977,-0.420312818950803,0.230963940923943,0.517417376763455,0.460022086662024,0.85806363236846,-0.0116678616019762,0.913051157371541,-0.130531825020961,-0.442575051095436,-0.356028716506439,0.558865432588095
"32",32,"CARIB","FLORIDA","Keys_lower","-81.938_24.521",24.52083333,-81.9375,26.4433333333333,2.85666666666667,10.4470762951055,0.272624809,0.1635157,0.044578436,5.02535679597531,0.000656870133243501,0.203051198,890.938774466667,180.9166413,0.115335513,26.45033,3.050662387,0.393128906666667,0.332071484666667,0.131835526666667,3,0,0,3,0.0605657107177542,1.06157234028693,0.157685091249352,0.0406344601249256,1.75597909568934,0.577154363600104,-0.137765782255273,-0.421168947928604,0.217013285850367,0.512801363074541,0.446813052541277,1.06300052478924,-0.00916473567945866,1.12923999683015,-0.152201730652735,-0.485196237856176,-0.386292197434036,0.585423378383353
"33",33,"CARIB","FLORIDA","Keys_lower","-81.979_24.438",24.4375,-81.97916667,26.55,2.52,10.4093378951314,0.217817249,0.05756999,0.012539737,4.81764226312145,0.00117847247165628,0.206899354,896.3730286,185.4590007,0.093103083,26.52819,2.469856271,0.420105526,1.562083199,0.656239784,3,0,0,3,0.102667984966758,0.793185117195624,0.153631055840963,-0.0754752563462063,0.146231898152538,-0.0469634624673167,-0.183528532113707,-0.420921300501982,0.251889923534308,0.524341397296826,0.479835637843146,0.658924586796611,0.0194960561333578,0.709229572522705,-0.0875936758652474,-0.424129668668645,-0.340778908226939,0.545904926380126
"34",34,"CARIB","FLORIDA","Keys_lower","-81.979_24.479",24.47916667,-81.97916667,26.51,2.64,10.4391640193807,0.31827179,0.103502,0.032941767,4.90240379006344,0.0037755642819684,0.206899354,896.3730286,185.4590007,0.103695965,26.41745,2.73938296,0.400690169,1.119746863,0.44867156,1,0,0,1,0.086879632123382,0.888847889782622,0.156835117589331,0.137337506596491,0.844126361031047,0.350470609714026,-0.164854246295707,-0.419688247932701,0.251889923534308,0.524341397296826,0.479835637843146,0.851450942673826,-0.0212680857283348,0.904138021126352,-0.134092773223406,-0.446090404612646,-0.35879385085375,0.558126192587087
"35",35,"CARIB","FLORIDA","Keys_middle","-80.438_24.938",24.9375,-80.4375,26.594,2.406,9.94590020336804,0.179964189,0.04910655,0.00883742,6.97733176615914,1.00151358672651,0.208284815,984.6857222,205.0950833,0.087799402,26.62424,2.337592351,0.418060336,1.157615549,0.483953146,10,0,0,10,0.120035173094473,0.702305483237975,0.103846411730956,-0.155666895312888,0.0176377453404901,-0.119085056338917,0.292284734976913,0.0540198540143916,0.264446644551395,0.7118798306128,0.622588369529908,0.562529821362122,0.0548527097889083,0.613582809120225,-0.0924918340050092,-0.444210332490802,-0.355731745607945,0.522356767388977
"36",36,"CARIB","FLORIDA","Keys_middle","-80.479_24.938",24.9375,-80.47916667,26.6,2.4,9.92755590964375,0.337713867,0.07839915,0.02647648,6.99820306376828,1.00161640332779,0.20822830925,988.98338265,205.933608925,0.091135594,26.62785,2.426744939,0.412389671,1.1085996355,0.45800889775,8,0,0,8,0.12240342602098,0.697522344608626,0.101875781912224,0.178525511464431,0.46271174369839,0.224526017914529,0.296883007223851,0.0540686694909469,0.263934521194179,0.721006225413616,0.628684382975996,0.62316533946444,0.0561815751683615,0.678053577045104,-0.106072877295663,-0.446643832625929,-0.357983458970966,0.527863335391955
"37",37,"CARIB","FLORIDA","Keys_middle","-80.521_24.896",24.89583333,-80.52083333,26.6,2.40571428571429,2.83095360279303,0.267957723,0.05540191,0.01484537,6.81186850733722,1.00429145308677,0.206528111142857,1002.16874314286,206.950614757143,0.090100264,26.62001,2.398469929,0.416525594142857,1.13588790114286,0.473607183285714,7,0,0,7,0.122403426020978,0.702077714731816,-0.66047442506491,0.0307472468972907,0.113289925287043,-0.002049445962798,0.255830599485314,0.055338735094778,0.248525272355581,0.749006298208777,0.636077933086636,0.604348145802662,0.0532956182224016,0.657606480121977,-0.0961674867903237,-0.445289048161303,-0.35662967652013,0.545034355697515
"38",38,"CARIB","FLORIDA","Keys_middle","-80.521_24.938",24.9375,-80.52083333,26.5644444444444,2.47333333333333,5.5434406063477,0.456704151,0.1395598,0.06373754,6.95165022585376,1.00485318488674,0.207717849777778,995.882758888889,206.864259744444,0.100308121,26.56464,2.664649133,0.403788168666667,1.03446847377778,0.420353517666667,9,0,0,9,0.108369334604644,0.755982927856235,-0.36908638623026,0.430606212339629,1.39199132412717,0.950376083304753,0.28662669127228,0.0556054352693547,0.25930812089621,0.735657553076196,0.635450139131565,0.789876645933761,0.0329135472915553,0.850094192172614,-0.126673172949464,-0.45032423311603,-0.361251586908468,0.562907649084539
"39",39,"CARIB","FLORIDA","Keys_middle","-80.562_24.854",24.85416667,-80.5625,26.56,2.48,10.1006968816221,0.223122244,0.04915384,0.010967315,6.632846079076,1.00078725857427,0.206489782,1019.663786,210.5501533,0.089277216,26.64356,2.37866286,0.431664878,1.148884764,0.495933201,1,0,0,1,0.106615073177602,0.761297526333291,0.120475394813807,-0.0642366340588654,0.0183562732069937,-0.0775944378480768,0.21638916757871,0.0536750064465486,0.248177887366988,0.786158295214838,0.662246287043583,0.589389192030495,0.0619645322628827,0.643282981753415,-0.0599094342597379,-0.444643791034368,-0.354691991066849,0.520577289704406
"40",40,"CARIB","FLORIDA","Keys_middle","-80.562_24.896",24.89583333,-80.5625,26.59,2.4,9.90704796764117,0.640804931,0.1057553,0.067768518,6.88075537352595,1.00345070030889,0.204235649,1029.870914,210.3363544,0.094845538,26.61458,2.524274153,0.409163662,0.972615389,0.397958874,2,0,0,2,0.118456337810135,0.697522344608625,0.0996727228771625,0.820623380918457,0.878363173075722,1.02890003417697,0.271007450053321,0.0549395607687974,0.227748211456652,0.807833874519959,0.660691986339703,0.690593825765763,0.0512967985519211,0.748581909006593,-0.113799055422045,-0.453395062147192,-0.363195228440049,0.532127270193004
"41",41,"CARIB","FLORIDA","Keys_middle","-80.562_24.938",24.9375,-80.5625,26.52,2.58,9.94976369041831,0.749798723,0.1763622,0.132236152,7.15520850832575,1.00024949789047,0.207445096,991.0878748,205.5963189,0.11044107,26.46711,2.923055935,0.374701346,0.65922106,0.247011019,5,0,0,5,0.0908267203342254,0.841016503489123,0.104261445577446,1.05152653161945,1.95116979640914,2.28473753194147,0.331473754375619,0.0534196873276069,0.256836096715153,0.725475267684304,0.626232311785409,0.974043688034265,-0.00298790435889489,1.03696128527318,-0.196335090524135,-0.468954195651243,-0.376296062927438,0.551864069902336
"42",42,"CARIB","FLORIDA","Keys_middle","-80.604_24.854",24.85416667,-80.60416667,26.6166666666667,2.49333333333333,10.1526002722398,0.404893105,0.07620978,0.030856814,6.68470958596392,1.0021022113692,0.206650668666667,1007.01603333333,208.0995195,0.091886502,26.62669,2.446633401,0.415907466666667,0.928132406,0.387756440333333,9,0,0,9,0.128981906372386,0.771926723287402,0.126051099759541,0.320844605343573,0.429446288949244,0.309855466951433,0.227815506698481,0.0542993224279214,0.249636036667981,0.759299871772134,0.644430377605826,0.636813143795598,0.0557545713345208,0.692435934829096,-0.0976478803620275,-0.455603515227259,-0.364080702399487,0.525493150921695
