"","X","OCEAN","JURISDICTION","REGION","cell_2.5","lat_bin_2.5","long_bin_2.5","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","not_oasis","oasis","oasis_present","Ji","c_sst_mean_z","c_sst_sd_z","human_pop50_log_z","kd490_cv_z","kd490_mean_z","kd490_sd_z","land_area50_log_z","nAll_30yr_z","npp_cv_z","npp_mean_z","npp_sd_z","sst_cv_z","sst_mean_z","sst_sd_z","wave_cv_z","wave_mean_z","wave_sd_z","group_j","alpha_j","Xbeta","y_pred","y_pred_prob"
"11",11,"CARIB","FLORIDA","Keys_lower","-81.562_24.521",24.52083333,-81.5625,26.6,2.52,10.6453782521421,0.325100654,0.08766996,0.028501561,5.52566556834557,0.00168183470494114,0.195832314,927.8552082,181.7040326,0.099661495,26.60019,2.651014711,0.393021736,1.22060567,0.47972456,12,0,0,12,0.350322547711851,0.0586676019679176,0.0884804227543734,-0.143050470826002,-0.0380863249287476,-0.130048464548247,0.0115862393791327,-0.707826151504171,-0.261601377312298,-0.0892310692879518,-0.2224593182185,0.103803995099305,0.408866162545196,0.146374226711419,-0.495699248986065,-0.352018066767251,-0.401259417481123,7,-1.21274853258947,0.990662112069024,-0.222086420520449,0.444705479699679
"12",12,"CARIB","FLORIDA","Keys_lower","-81.562_24.562",24.5625,-81.5625,26.5242857142857,2.72571428571429,9.12258647561372,0.169010742,0.1498795,0.025331246,5.52479290049774,0.00177234765375033,0.194505333714286,926.895976057143,180.289393314286,0.116574329,26.49333,3.088442164,0.385492014571429,1.11255259785714,0.431352771428571,3,4,1,7,0.174526799078943,0.482285573404865,-0.08608717645602,-0.345737858759159,0.689507566038639,-0.166023104282975,0.0114187074404499,-0.707766662350665,-0.276371087331865,-0.0942197505962126,-0.233551191922678,0.947642438450128,0.204547459427187,0.982358199436689,-0.532349735173585,-0.396299130449137,-0.431135655033119,7,-1.21274853258947,3.02029509884218,1.80754656625271,0.859065093095961
"13",13,"CARIB","FLORIDA","Keys_lower","-81.562_24.604",24.60416667,-81.5625,26.43,2.93,0.0347112925830606,0.205982989,0.1852151,0.03815116,5.50964351758015,0.00396660022786818,0.191187883,924.4978957,176.7527951,0.122791083,26.544,3.259366503,0.361056894,0.568820291,0.205376487,1,1,1,2,-0.044388661482786,0.9029617533735,-1.12788985563921,-0.29772829763871,1.10278769467594,-0.0205511913720514,0.00851037811865365,-0.706324501533546,-0.313295362380783,-0.106691453866866,-0.261280876183121,1.25781730435699,0.301429629434575,1.30901809920448,-0.651286279837153,-0.619125232737166,-0.570707115053373,7,-1.21274853258947,4.50316216095761,3.29041362836814,0.964098473621928
"14",14,"CARIB","FLORIDA","Keys_lower","-81.604_24.521",24.52083333,-81.60416667,26.59,2.55666666666667,10.6454609878975,0.293060638,0.1152937,0.033788045,5.51332688154679,0.00210121753043495,0.194094021416667,909.79107745,176.524452208333,0.105556395,26.52053,2.799411545,0.391683461083333,1.26565428141667,0.497882295833333,10,2,1,12,0.327104241288633,0.134173582987929,0.0884899072961276,-0.18465538346364,0.284996991065414,-0.0700609373266924,0.00921749836805926,-0.707550514375869,-0.280949123214323,-0.183177244980199,-0.263071262284504,0.39792047727543,0.256554466022825,0.429980968758248,-0.502213225208649,-0.333556764451991,-0.390044516292138,7,-1.21274853258947,1.62746387728125,0.414715344691782,0.602217989272006
"15",15,"CARIB","FLORIDA","Keys_lower","-81.604_24.562",24.5625,-81.60416667,26.51,2.74,0.0357585121818536,0.163899077,0.1532005,0.025109421,5.51403633558904,0.00129169124411419,0.191187883,924.4978957,176.7527951,0.118950281,26.48547,3.150454094,0.361056894,0.568820291,0.205376487,2,1,1,3,0.141357789902928,0.511703488087986,-1.12776980599485,-0.35237550762169,0.728349507514218,-0.168540227805135,0.00935369705052532,-0.708082571215784,-0.313295362380783,-0.106691453866866,-0.261280876183121,1.06618671300259,0.189518964138887,1.10087151917056,-0.651286279837153,-0.619125232737166,-0.570707115053373,7,-1.21274853258947,3.49183814688017,2.2790896142907,0.907130379993511
"16",16,"CARIB","FLORIDA","Keys_lower","-81.646_24.479",24.47916667,-81.64583333,26.5871428571429,2.53571428571429,10.6254885059256,0.2136488,0.05346442,0.011422609,5.52901526728982,0.000307645451975986,0.184538684428571,932.368425114286,171.986216671429,0.092329743,26.61446,2.457306249,0.399972598142857,1.26958867828571,0.507882069571429,14,0,0,14,0.320470439453432,0.0910273081193508,0.0862003308209748,-0.287774014315267,-0.438149433275805,-0.323849126389961,0.0122293037014069,-0.708729330071355,-0.387303044197741,-0.0657591693645796,-0.298654563217463,-0.262001889042541,0.436150720784892,-0.223829263039057,-0.461866327094495,-0.33194441530862,-0.383868279595321,7,-1.21274853258947,0.0529704150905145,-1.15977811749896,0.238707604701784
"17",17,"CARIB","FLORIDA","Keys_lower","-81.646_24.521",24.52083333,-81.64583333,26.562,2.628,10.6601654372713,0.205624123,0.133038,0.027355822,5.53323765990073,0.00416440163739026,0.1857968562,928.71483556,172.46782962,0.108718123,26.50606,2.881689088,0.3772851244,1.0910581094,0.418391326,5,0,0,5,0.262092983303638,0.281067036972315,0.090175574676567,-0.29819429580109,0.492531788453284,-0.143049553637195,0.0130399049189776,-0.706194497610685,-0.373299194691566,-0.0847604028545602,-0.294878342626251,0.555669771912787,0.228887503322868,0.587224659778286,-0.572296301288116,-0.405107753779365,-0.439141131656531,7,-1.21274853258947,2.23398283414691,1.02123430155744,0.735212956706472
"18",18,"CARIB","FLORIDA","Keys_lower","-81.646_24.562",24.5625,-81.64583333,26.51,2.74,10.6459608924317,0.156202282,0.1485764,0.023207973,5.53729270544915,0.00394050133880228,0.181393255,941.502399,170.7821843,0.117363982,26.53505,3.114259141,0.313434829,0.339397791,0.106379089,0,2,1,2,0.141357789902928,0.511703488087986,0.0885472146284379,-0.362370024589622,0.674266694633392,-0.190116603267611,0.0138183793910956,-0.706341654889375,-0.422312667963181,-0.0182560856396287,-0.308095114695491,0.987040895166921,0.284317029837844,1.03169799017958,-0.883083943543656,-0.713144515401579,-0.631851634762625,7,-1.21274853258947,3.17116904137063,1.95842050878115,0.876361913571643
"19",19,"CARIB","FLORIDA","Keys_lower","-81.688_24.479",24.47916667,-81.6875,26.578,2.518,10.6293727397108,0.271201809,0.06218111,0.01686363,5.52103819495238,0.00291908345534466,0.1852136386,928.00718922,171.84521702,0.094353002,26.59448,2.509269017,0.3983349574,1.2055476114,0.480221204,10,0,0,10,0.299242273580776,0.0545490939122802,0.0866456059906297,-0.213039722313722,-0.336200272528812,-0.262108015407586,0.0106978912665062,-0.707012976352911,-0.379790590926342,-0.088440661168989,-0.299760110293507,-0.161054660147872,0.397948515204714,-0.124521272814581,-0.469837449266221,-0.358188986654754,-0.400952671450824,7,-1.21274853258947,0.217494201543119,-0.995254331046354,0.269875499006274
"20",20,"CARIB","FLORIDA","Keys_lower","-81.688_24.521",24.52083333,-81.6875,26.5657142857143,2.61285714285714,10.6312721338447,0.216105336,0.1288659,0.027848609,5.53019467678667,0.000898751292843372,0.181393255,941.502399,170.7821843,0.110639156,26.49739,2.931648853,0.342271073857143,0.766456446142857,0.266807411142857,3,4,1,7,0.270716925689401,0.249884047408205,0.0868633459856955,-0.284584129339204,0.443735502987984,-0.137457732385693,0.0124557229054599,-0.708340828905845,-0.422312667963181,-0.0182560856396287,-0.308095114695491,0.651516600205761,0.212310269970504,0.68270463602276,-0.742725179429702,-0.538132263280883,-0.532765063768243,7,-1.21274853258947,2.23174139312274,1.01899286053326,0.734776374487357
"21",21,"CARIB","FLORIDA","Keys_lower","-81.688_24.562",24.5625,-81.6875,26.42,2.77,10.6617426738892,0.185030475,0.151187,0.027974202,5.53729805761417,0.00211723617045209,0.181393255,941.502399,170.7821843,0.119523824,26.58802,3.177901824,0.313434829,0.339397791,0.106379089,1,2,1,3,-0.0676069679059951,0.573481108922541,0.0903563836446867,-0.32493575953601,0.704799899215188,-0.136032586011214,0.0138194068823511,-0.707539986210038,-0.422312667963181,-0.0182560856396287,-0.308095114695491,1.09480271149905,0.385596851138249,1.15332790298991,-0.883083943543656,-0.713144515401579,-0.631851634762625,7,-1.21274853258947,3.46352508575637,2.25077655316689,0.904717497935543
"22",22,"CARIB","FLORIDA","Keys_lower","-81.729_24.479",24.47916667,-81.72916667,26.57,2.54058823529412,10.6492049102552,0.313138876,0.07226177,0.022627969,5.50203614889628,0.000414893411798403,0.186571066294118,919.745200194118,171.596240594118,0.096141544,26.58256,2.555688361,0.397601389588235,1.16898392158824,0.464799443647059,17,0,0,17,0.280667628442207,0.101064008423004,0.0889190976474906,-0.158583194925791,-0.218298313554042,-0.19669810540374,0.00704994019023325,-0.708658841920996,-0.364681991627253,-0.131408810776352,-0.301712279372291,-0.0718182555838844,0.375157209373096,-0.0358075276157376,-0.47340804841889,-0.373173096267657,-0.410477731188775,7,-1.21274853258947,0.433766106521828,-0.778982426067644,0.31453923796795
"23",23,"CARIB","FLORIDA","Keys_lower","-81.729_24.521",24.52083333,-81.72916667,26.54,2.63,10.6538729467198,0.227863493,0.1297833,0.029572876,5.53092801520778,0.00111183343222365,0.182808211888889,936.504173155556,171.175900122222,0.112424173,26.47472,2.976398495,0.347992951333333,0.689070183777778,0.246817786777778,8,1,1,9,0.211012709172563,0.285185545027952,0.0894542252540353,-0.269315813157195,0.454465282304363,-0.117891889833303,0.0125965068333927,-0.708200781804674,-0.406563750542129,-0.0442503728727249,-0.305008076028089,0.740577130607392,0.168964724399806,0.768227351253882,-0.714874269751682,-0.569845808707529,-0.545111408274905,7,-1.21274853258947,2.25368934287738,1.04094081028791,0.739031495267684
"24",24,"CARIB","FLORIDA","Keys_lower","-81.771_24.479",24.47916667,-81.77083333,26.57,2.56,10.6623515669586,0.359015787,0.07885668,0.028310793,5.46879511079714,0.00447766448836774,0.186509867666667,911.2843528,169.921947,0.097120052,26.58917,2.582341573,0.404877593666667,1.29265606166667,0.525717153,6,0,0,6,0.280667628442207,0.141037763080657,0.0904261850469132,-0.0990106630569032,-0.141165188514382,-0.132213173756296,0.000668433674977416,-0.705988607270408,-0.365363151694797,-0.175411163659735,-0.314840045070025,-0.0229971847020719,0.387795676784754,0.0151304231252021,-0.437991543359059,-0.322491206323354,-0.372852660677595,7,-1.21274853258947,0.57828891837163,-0.634459614217843,0.346500022692794
"25",25,"CARIB","FLORIDA","Keys_lower","-81.812_24.479",24.47916667,-81.8125,26.55,2.57,10.564056258718,0.363080706,0.09338664,0.033906887,5.32246753623157,0.00303910081391223,0.1958294645,882.72728575,172.74902865,0.099833372,26.55317,2.650892491,0.393870523,1.1314188505,0.4456383635,8,0,0,8,0.234231015595781,0.161630303358842,0.0791579497978892,-0.0937322449726528,0.0287751475176882,-0.0687123968392789,-0.0274230587647783,-0.70693409558324,-0.261633093147984,-0.323927982734165,-0.292673523236606,0.112379519469012,0.318962873937591,0.146140647496292,-0.491567827058342,-0.3885675804048,-0.422312335596281,7,-1.21274853258947,0.882120412022501,-0.330628120566971,0.418087799601702
"26",26,"CARIB","FLORIDA","Keys_lower","-81.854_24.438",24.4375,-81.85416667,26.5530769230769,2.56846153846154,10.5133933141252,0.197378919,0.05244492,0.010351522,5.10414444627077,0.00266525463666767,0.201366591076923,869.603381323077,175.104489176923,0.091633994,26.58084,2.435708521,0.417688758615385,1.54846054823077,0.646775015615385,13,0,0,13,0.241375109879843,0.158462220239121,0.0733501244977951,-0.308900938147944,-0.450073359603523,-0.336003113911564,-0.0693360163824105,-0.707179803992022,-0.200003124139989,-0.392181509467521,-0.274204878301007,-0.296715157860936,0.371868531014838,-0.265105489145698,-0.375633934455046,-0.217660362229617,-0.298082767567412,7,-1.21274853258947,-0.183306976503131,-1.3960555090926,0.198442788739467
"27",27,"CARIB","FLORIDA","Keys_lower","-81.854_24.479",24.47916667,-81.85416667,26.55,2.57,10.5210087295898,0.280574385,0.1223453,0.034326957,5.17843487005255,0.00245444460888393,0.202134136,864.4895612,174.7428503,0.103846486,26.48077,2.749934908,0.409533249333333,1.40897777933333,0.579383875,5,1,1,6,0.234231015595781,0.161630303358842,0.0742231294713806,-0.200869153932308,0.367471497090465,-0.0639457200537333,-0.0550739821471826,-0.707318357759948,-0.191460106536125,-0.418776968191221,-0.277040408736122,0.31260733881315,0.18053245932273,0.335424316511856,-0.415330407044301,-0.274821581708016,-0.339706072915158,7,-1.21274853258947,1.52395563389755,0.311207101308082,0.577179873490496
"28",28,"CARIB","FLORIDA","Keys_lower","-81.896_24.438",24.4375,-81.89583333,26.5583333333333,2.53083333333333,10.452542634818,0.202607901,0.05644333,0.011435865,5.01582423924007,0.0031367026863154,0.200689788,879.786885666667,176.566088,0.092078596,26.57556,2.447040253,0.417620080333333,1.54584030933333,0.645573947,12,0,0,12,0.253579604281791,0.0809761872692844,0.0663744124137663,-0.302110949675598,-0.403308527560353,-0.32369870606128,-0.086291442831914,-0.706869947272459,-0.207536156313955,-0.339220129732953,-0.26274480525238,-0.274532461596628,0.361773053263922,-0.243448992119166,-0.375968222044777,-0.218734158311284,-0.298824592757864,7,-1.21274853258947,-0.0801102700669128,-1.29285880265639,0.215369321890553
"29",29,"CARIB","FLORIDA","Keys_lower","-81.896_24.479",24.47916667,-81.89583333,26.55,2.61,10.5040437164995,0.301351526,0.1090723,0.032869104,5.1214768840434,0.00260854033753276,0.200471122,875.5695048,175.5264012,0.103548375,26.47975,2.741935083,0.392584484,1.105907015,0.434161935,2,0,0,2,0.234231015595781,0.244000464471582,0.072278318860109,-0.173889419085581,0.212232385616403,-0.0804884725755465,-0.0660085912809029,-0.707217079163051,-0.209969978011163,-0.361153474289872,-0.270896759460041,0.297733573589311,0.178582196575392,0.320135551623551,-0.497827547959472,-0.399022546561836,-0.429400609861934,7,-1.21274853258947,1.23062210045442,0.0178735678649515,0.504468273012348
"30",30,"CARIB","FLORIDA","Keys_lower","-81.938_24.438",24.4375,-81.9375,26.547,2.523,10.441631082106,0.209680146,0.05813067,0.012188847,4.92734490159557,0.00171585433534347,0.2022815668,889.85192364,180.00816942,0.09263931,26.54609,2.459211459,0.4183316948,1.5490467934,0.6480211512,10,0,0,10,0.227265523668816,0.0648453640513724,0.0651235496300617,-0.292927429437126,-0.383573640017624,-0.315154363881801,-0.103277418659737,-0.707803792283288,-0.189819155131349,-0.286874858383989,-0.235756206267687,-0.246556545264391,0.305425756044311,-0.220188144920493,-0.372504479537327,-0.217420113996438,-0.297313107320242,7,-1.21274853258947,-0.0969235393992226,-1.3096720719887,0.212541723518706
"31",31,"CARIB","FLORIDA","Keys_lower","-81.938_24.479",24.47916667,-81.9375,26.5177777777778,2.62444444444444,10.4498476435616,0.316391115,0.1044449,0.033045438,4.94066658693386,0.000509880493627861,0.204333916666667,892.750192511111,182.4307611,0.104059798,26.44353,2.751708378,0.402342222111111,1.19842104255556,0.484071433777778,4,5,1,9,0.159416472676533,0.273745244873404,0.0660654679075193,-0.154360065965065,0.1581109764071,-0.0784875508617787,-0.100719964782187,-0.708596412167392,-0.16697585239679,-0.271801823299321,-0.216761200811026,0.323250195357952,0.109328748821937,0.338813661387082,-0.450332318653152,-0.361109514896811,-0.398574624600214,7,-1.21274853258947,1.05610866232129,-0.156639870268187,0.460919905701351
"32",32,"CARIB","FLORIDA","Keys_lower","-81.938_24.521",24.52083333,-81.9375,26.44,2.858,10.474531864818,0.272624809,0.1635157,0.044578436,5.02573641569563,0.00271751529187895,0.2034360136,891.48219988,181.37087724,0.115335513,26.45033,3.050662387,0.3963973588,0.339956725,0.136149665,3,2,1,5,-0.0211703550595687,0.754695463370568,0.0688951819298306,-0.21119191453849,0.848994612816505,0.052381289651337,-0.0843885353943391,-0.707145455954739,-0.17696979734316,-0.278396276148863,-0.225071515698315,0.885833721765621,0.12233050047085,0.910155853999686,-0.479268599063715,-0.712915459516752,-0.613464206327508,7,-1.21274853258947,2.97628044221096,1.76353190962149,0.853651455328381
"33",33,"CARIB","FLORIDA","Keys_lower","-81.979_24.438",24.4375,-81.97916667,26.55,2.52,10.3914995769525,0.217817249,0.05756999,0.012539737,4.81911777750641,0.000378385169897228,0.206899354,896.3730286,185.4590007,0.093103083,26.52819,2.469856271,0.420105526,1.562083199,0.656239784,5,0,0,5,0.234231015595781,0.0586676019679176,0.0593766467150731,-0.282361159450293,-0.390131273184298,-0.311172696023396,-0.124054510381195,-0.708682836768532,-0.13842172397859,-0.252960529443486,-0.193017443990198,-0.223417343023764,0.271200556850857,-0.199844446408563,-0.363870458144728,-0.212077684622534,-0.292236970316896,7,-1.21274853258947,-0.135603918013028,-1.3483524506025,0.206139856493888
"34",34,"CARIB","FLORIDA","Keys_lower","-81.979_24.479",24.47916667,-81.97916667,26.51,2.64,10.4141806215052,0.31827179,0.103502,0.032941767,4.9021544965353,0.00049822389264591,0.206899354,896.3730286,185.4590007,0.103695965,26.41745,2.73938296,0.400690169,1.119746863,0.44867156,1,0,0,1,0.141357789902928,0.305778085306137,0.06197672346633,-0.151917953605484,0.147082952734314,-0.0796639408659074,-0.108113390795584,-0.708604073406301,-0.13842172397859,-0.252960529443486,-0.193017443990198,0.305097337453732,0.0594632072037666,0.315258093865033,-0.458373592198821,-0.393350859690912,-0.42043891925481,7,-1.21274853258947,0.949314098141331,-0.263434434448142,0.434519636342077
"35",35,"CARIB","FLORIDA","Keys_middle","-80.438_24.938",24.9375,-80.4375,26.5925,2.4075,9.92918109353633,0.179964189,0.04910655,0.00883742,6.97256162878683,1.00174016818055,0.208284815,984.6857222,205.0950833,0.087799402,26.62424,2.337592351,0.418060336,1.157615549,0.483953146,16,0,0,16,0.33290881789444,-0.172998476161662,0.00637804968788453,-0.331514482418898,-0.489118458117173,-0.353184142917083,0.289356645016412,-0.0505431384257475,-0.123001105124102,0.206327545007659,-0.0390552640596293,-0.488035911329309,0.454850298891704,-0.45261897286202,-0.373825302896545,-0.377831951592692,-0.39864768358465,8,-2.07340404832381,-0.287400690411355,-2.36080473873517,0.086210777288219
"36",36,"CARIB","FLORIDA","Keys_middle","-80.479_24.938",24.9375,-80.47916667,26.5990909090909,2.40090909090909,9.92955312763514,0.337713867,0.07839915,0.02647648,6.99894155298409,1.00390808266471,0.208223172363636,989.374079054545,206.009838527273,0.091135594,26.62785,2.426744939,0.411874156,1.10414364336364,0.455650329727273,11,0,0,11,0.348211792582461,-0.186570832254103,0.00642069839433007,-0.12667183902554,-0.146516394019748,-0.153027745600333,0.294420977172186,-0.0491182881779684,-0.123687207151189,0.230710295711845,-0.0318828706773671,-0.321582018149759,0.461752699399431,-0.282236126097761,-0.403936178417543,-0.39974519118615,-0.416128568359168,8,-2.07340404832381,0.370530241917021,-1.70287380640679,0.154090302047471
"37",37,"CARIB","FLORIDA","Keys_middle","-80.521_24.896",24.89583333,-80.52083333,26.599,2.405,2.96933248560838,0.267957723,0.05540191,0.01484537,6.81502495538158,1.00072646506829,0.2064822619,1002.72278656,207.01832955,0.090100264,26.62001,2.398469929,0.4163783555,1.1326224509,0.4720942171,10,0,0,10,0.348000717069527,-0.178146611231209,-0.791474999613204,-0.217252264361735,-0.41548882707601,-0.285009896258861,0.259113266192657,-0.0512093893970044,-0.143064090888462,0.300132956449166,-0.0239755156584236,-0.373238130635366,0.446762444557163,-0.336273555679591,-0.382012246287174,-0.388074334771862,-0.405972204496368,8,-2.07340404832381,0.104059293936068,-1.96934475438774,0.122459284069876
"38",38,"CARIB","FLORIDA","Keys_middle","-80.521_24.938",24.9375,-80.52083333,26.5623076923077,2.47846153846154,5.3482224113141,0.456704151,0.1395598,0.06373754,6.95450877305838,1.00134638897493,0.207681132923077,995.237293723077,206.6935754,0.100308121,26.56464,2.664649133,0.403316405692308,1.02564484853846,0.416777065,12,1,1,13,0.262807392732039,-0.0268706422645433,-0.518767260106638,0.0278405797743658,0.56880982937934,0.269786141863242,0.285890916415926,-0.0508019477112626,-0.129720277455562,0.261203132759718,-0.0265218411090762,0.136066351441842,0.340893769733618,0.172431480757092,-0.44559053607521,-0.43191466183303,-0.440138160018129,8,-2.07340404832381,1.97680645848907,-0.0965975898347413,0.475869363394452
