"","group","i",".variable",".value",".lower",".upper",".width",".point",".interval","JURISDICTION"
"24","Rota",24,"alpha",-1.14496411038175,-5.50468587581626,2.22127088433917,0.95,"median","qi","MARIAN"
"25","SEFCRI",25,"alpha",-1.50840917097991,-6.04054420463041,1.55607217996699,0.95,"median","qi","FLORIDA"
"26","STJ",26,"alpha",0.378146642517225,-1.7042036744063,3.74565788138797,0.95,"median","qi","USVI"
"27","STT",27,"alpha",-1.75797779404999,-6.0383244324084,1.36346843792793,0.95,"median","qi","USVI"
"28","STT_STJ_offshore",28,"alpha",-1.51944304294986,-5.80965692513778,1.82488005891768,0.95,"median","qi","USVI"
"29","STX",29,"alpha",-0.59829993329331,-3.30601556751048,3.00172797688469,0.95,"median","qi","USVI"
"30","SWPRICO",30,"alpha",-0.238604556178504,-2.78731622533238,3.76541906393448,0.95,"median","qi","PRICO"
"31","Tortugas",31,"alpha",0.0491247512234648,-2.33403251528725,4.1800932602045,0.95,"median","qi","FLORIDA"
"32","Tutuila",32,"alpha",0.606314184013694,-0.961538111659546,3.58043199057963,0.95,"median","qi","SAMOA"
"33","EPRICO",1,"alpha",-1.7059535468612,-4.30678171021399,0.311599999603578,0.8,"median","qi","PRICO"
"34","French Frigate",2,"alpha",0.199553943639603,-0.848884817426673,1.66030642528217,0.8,"median","qi","NWHI"
"35","Guam",3,"alpha",-1.20931360631476,-3.03180999934868,0.739715275263145,0.8,"median","qi","MARIAN"
"36","Hawaii",4,"alpha",-0.431135417415146,-1.504029442648,1.49678500518723,0.8,"median","qi","MHI"
"37","Kahoolawe",5,"alpha",0.0182437597734338,-1.06748096847872,1.43415900467175,0.8,"median","qi","MHI"
"38","Kauai",6,"alpha",-1.55267647594096,-4.12765568321622,0.478377607221984,0.8,"median","qi","MHI"
"39","Keys_lower",7,"alpha",-0.951132602664722,-2.42762065245506,0.508177496656274,0.8,"median","qi","FLORIDA"
"40","Keys_middle",8,"alpha",-1.76165481431078,-3.72354604181629,-0.12969312670799,0.8,"median","qi","FLORIDA"
"41","Keys_upper",9,"alpha",-1.80191021294095,-4.55726427355983,0.244682997550445,0.8,"median","qi","FLORIDA"
"42","Kure",10,"alpha",-1.25133027826311,-3.75940291535271,0.619874032454385,0.8,"median","qi","NWHI"
"43","Lanai",11,"alpha",0.505952254120439,-0.605628876742862,2.39697390946642,0.8,"median","qi","MHI"
"44","Lisianski",12,"alpha",-0.38835786639752,-1.68321858935852,1.17167882078421,0.8,"median","qi","NWHI"
"45","Manua_islands",13,"alpha",1.60521264984625,0.0565435454205312,3.83757065323314,0.8,"median","qi","SAMOA"
"46","Marianas_lower",14,"alpha",-0.299867739094506,-1.83633668050507,1.77018768315828,0.8,"median","qi","MARIAN"
"47","Marianas_middle",15,"alpha",-1.11669159337708,-3.41771806920956,0.93451609044896,0.8,"median","qi","MARIAN"
"48","Marianas_upper",16,"alpha",0.434376606158063,-0.841692880309536,2.37606409240452,0.8,"median","qi","MARIAN"
"49","Maui",17,"alpha",-1.09485677817079,-1.85666171768868,-0.348659579920561,0.8,"median","qi","MHI"
"50","Molokai",18,"alpha",-1.22055952880815,-2.04137240887715,-0.433010316703165,0.8,"median","qi","MHI"
"51","Niihau",19,"alpha",-1.55686680682999,-4.19410121688987,0.420696647126162,0.8,"median","qi","MHI"
"52","NPRICO",20,"alpha",-1.30860715248869,-3.76572896867927,0.508772743412687,0.8,"median","qi","PRICO"
"53","Oahu",21,"alpha",0.134702027442376,-1.08888562745003,2.06958157208935,0.8,"median","qi","MHI"
"54","Pearl & Hermes",22,"alpha",-1.40102452198354,-4.0559546370233,0.568853874725095,0.8,"median","qi","NWHI"
"55","Rose",23,"alpha",-0.620254801008599,-2.28487682745418,1.23145691461221,0.8,"median","qi","SAMOA"
"56","Rota",24,"alpha",-1.14496411038175,-3.71227549840591,0.803842344620548,0.8,"median","qi","MARIAN"
"57","SEFCRI",25,"alpha",-1.50840917097991,-4.18843469861948,0.304104689651346,0.8,"median","qi","FLORIDA"
"58","STJ",26,"alpha",0.378146642517225,-0.982579082436052,2.25204139772219,0.8,"median","qi","USVI"
"59","STT",27,"alpha",-1.75797779404999,-4.19021996700326,0.144475190754215,0.8,"median","qi","USVI"
"60","STT_STJ_offshore",28,"alpha",-1.51944304294986,-3.97944895346283,0.43179570282263,0.8,"median","qi","USVI"
"61","STX",29,"alpha",-0.59829993329331,-2.29857254880655,1.33861562334441,0.8,"median","qi","USVI"
"62","SWPRICO",30,"alpha",-0.238604556178504,-1.87104482166527,1.95528312006577,0.8,"median","qi","PRICO"
"63","Tortugas",31,"alpha",0.0491247512234648,-1.43919195742094,2.25290871699868,0.8,"median","qi","FLORIDA"
"64","Tutuila",32,"alpha",0.606314184013694,-0.498903573792432,2.23198414801821,0.8,"median","qi","SAMOA"
